,train,val,test
57,normal_065,patient_039_node_0,tumor_067
58,normal_012,patient_050_node_4,tumor_044
59,normal_144,patient_048_node_1,test_082
60,normal_079,test_051,test_122
61,normal_110,patient_026_node_3,tumor_034
62,normal_005,test_071,tumor_046
63,normal_130,test_033,tumor_015
64,normal_095,tumor_092,patient_051_node_1
65,normal_040,patient_033_node_2,patient_092_node_4
66,normal_020,tumor_107,patient_027_node_2
67,normal_155,tumor_024,patient_046_node_3
68,normal_112,patient_091_node_4,tumor_019
69,normal_033,patient_073_node_1,patient_069_node_3
70,normal_151,tumor_104,patient_041_node_0
71,normal_049,patient_081_node_1,patient_008_node_0
72,normal_025,patient_026_node_4,patient_077_node_2
73,normal_051,tumor_035,tumor_080
74,normal_072,patient_022_node_1,patient_072_node_4
75,normal_124,patient_026_node_2,patient_048_node_0
76,normal_027,tumor_025,patient_096_node_0
77,normal_063,patient_065_node_4,patient_020_node_1
78,normal_046,test_065,patient_027_node_0
79,normal_091,test_030,patient_018_node_2
80,normal_150,patient_086_node_4,patient_022_node_0
81,normal_067,patient_014_node_4,patient_029_node_0
82,normal_092,test_073,test_114
83,normal_148,test_117,test_108
84,normal_160,tumor_100,patient_076_node_3
85,normal_015,tumor_005,tumor_106
86,normal_023,tumor_032,patient_080_node_2
87,normal_043,tumor_058,tumor_072
88,normal_099,patient_097_node_4,patient_028_node_0
89,normal_055,patient_051_node_0,tumor_020
90,normal_058,,
91,test_005,,
92,test_006,,
93,test_007,,
94,test_009,,
95,test_012,,
96,test_014,,
97,test_015,,
98,test_017,,
99,test_018,,
100,test_019,,
101,test_020,,
102,test_023,,
103,test_024,,
104,test_025,,
105,normal_047,,
106,normal_059,,
107,test_032,,
108,test_034,,
109,test_035,,
110,test_036,,
111,test_037,,
112,test_039,,
113,normal_093,,
114,test_041,,
115,test_042,,
116,test_043,,
117,test_044,,
118,test_045,,
119,test_047,,
120,normal_038,,
121,test_053,,
122,test_054,,
123,test_056,,
124,test_057,,
125,test_059,,
126,test_060,,
127,test_062,,
128,test_063,,
129,test_067,,
130,test_070,,
131,normal_146,,
132,test_076,,
133,test_078,,
134,test_081,,
135,normal_087,,
136,test_083,,
137,test_085,,
138,test_086,,
139,test_087,,
140,test_088,,
141,test_089,,
142,test_091,,
143,normal_098,,
144,test_093,,
145,test_095,,
146,test_096,,
147,test_098,,
148,test_100,,
149,normal_120,,
150,test_103,,
151,test_106,,
152,test_107,,
153,test_109,,
154,test_111,,
155,normal_083,,
156,test_112,,
157,test_115,,
158,test_119,,
159,test_120,,
160,test_123,,
161,test_124,,
162,test_125,,
163,test_126,,
164,test_128,,
165,test_129,,
166,test_130,,
167,normal_054,,
168,normal_117,,
169,patient_000_node_1,,
170,patient_000_node_2,,
171,patient_000_node_4,,
172,patient_001_node_1,,
173,patient_001_node_3,,
174,patient_001_node_4,,
175,normal_153,,
176,patient_002_node_0,,
177,patient_002_node_1,,
178,patient_002_node_4,,
179,patient_003_node_0,,
180,patient_003_node_1,,
181,patient_003_node_3,,
182,patient_004_node_0,,
183,patient_004_node_1,,
184,patient_004_node_2,,
185,patient_004_node_3,,
186,patient_005_node_0,,
187,patient_005_node_1,,
188,patient_005_node_2,,
189,patient_006_node_0,,
190,patient_006_node_1,,
191,patient_006_node_3,,
192,patient_007_node_0,,
193,patient_007_node_1,,
194,patient_007_node_3,,
195,patient_008_node_2,,
196,normal_074,,
197,patient_008_node_4,,
198,patient_009_node_2,,
199,patient_009_node_3,,
200,normal_041,,
201,patient_010_node_1,,
202,patient_010_node_2,,
203,patient_011_node_2,,
204,patient_011_node_3,,
205,patient_011_node_4,,
206,patient_012_node_1,,
207,patient_012_node_2,,
208,patient_012_node_3,,
209,patient_012_node_4,,
210,patient_014_node_1,,
211,patient_015_node_0,,
212,patient_015_node_3,,
213,patient_016_node_2,,
214,patient_016_node_4,,
215,normal_123,,
216,normal_109,,
217,patient_018_node_0,,
218,patient_019_node_4,,
219,patient_020_node_0,,
220,normal_108,,
221,patient_022_node_2,,
222,patient_023_node_1,,
223,patient_023_node_2,,
224,normal_157,,
225,patient_023_node_3,,
226,patient_023_node_4,,
227,patient_025_node_0,,
228,patient_025_node_2,,
229,patient_025_node_3,,
230,patient_025_node_4,,
231,patient_027_node_1,,
232,normal_129,,
233,patient_028_node_4,,
234,patient_030_node_2,,
235,patient_030_node_3,,
236,patient_031_node_0,,
237,patient_031_node_1,,
238,patient_031_node_2,,
239,patient_031_node_3,,
240,patient_032_node_2,,
241,patient_032_node_3,,
242,patient_032_node_4,,
243,patient_033_node_0,,
244,patient_033_node_4,,
245,patient_034_node_1,,
246,patient_034_node_2,,
247,patient_034_node_4,,
248,normal_003,,
249,patient_035_node_2,,
250,patient_035_node_3,,
251,patient_035_node_4,,
252,patient_036_node_0,,
253,patient_036_node_2,,
254,patient_037_node_0,,
255,patient_037_node_3,,
256,patient_037_node_4,,
257,patient_038_node_1,,
258,patient_038_node_3,,
259,patient_039_node_2,,
260,patient_039_node_3,,
261,patient_039_node_4,,
262,patient_040_node_0,,
263,normal_147,,
264,patient_040_node_1,,
265,patient_041_node_3,,
266,patient_041_node_4,,
267,patient_042_node_0,,
268,patient_042_node_1,,
269,patient_042_node_2,,
270,patient_042_node_4,,
271,patient_043_node_0,,
272,patient_043_node_1,,
273,patient_043_node_2,,
274,normal_132,,
275,patient_043_node_3,,
276,patient_044_node_0,,
277,patient_044_node_1,,
278,patient_044_node_2,,
279,patient_045_node_2,,
280,patient_046_node_0,,
281,patient_046_node_1,,
282,patient_046_node_2,,
283,patient_047_node_1,,
284,patient_047_node_3,,
285,patient_047_node_4,,
286,patient_048_node_2,,
287,normal_024,,
288,patient_048_node_3,,
289,patient_049_node_0,,
290,patient_049_node_3,,
291,patient_049_node_4,,
292,patient_050_node_0,,
293,normal_154,,
294,patient_050_node_1,,
295,patient_050_node_3,,
296,patient_051_node_3,,
297,normal_007,,
298,patient_052_node_4,,
299,patient_053_node_0,,
300,patient_053_node_2,,
301,patient_053_node_3,,
302,patient_053_node_4,,
303,patient_054_node_0,,
304,patient_054_node_1,,
305,patient_054_node_2,,
306,patient_054_node_3,,
307,patient_054_node_4,,
308,patient_055_node_0,,
309,patient_055_node_1,,
310,patient_055_node_2,,
311,patient_055_node_4,,
312,patient_056_node_0,,
313,patient_056_node_1,,
314,patient_056_node_2,,
315,patient_056_node_3,,
316,patient_056_node_4,,
317,normal_114,,
318,patient_057_node_0,,
319,patient_057_node_1,,
320,patient_057_node_2,,
321,patient_057_node_4,,
322,patient_058_node_0,,
323,patient_058_node_1,,
324,patient_058_node_2,,
325,patient_058_node_3,,
326,patient_058_node_4,,
327,patient_059_node_0,,
328,patient_059_node_1,,
329,patient_059_node_2,,
330,patient_059_node_3,,
331,patient_059_node_4,,
332,normal_090,,
333,patient_060_node_1,,
334,patient_060_node_2,,
335,patient_060_node_4,,
336,patient_061_node_0,,
337,patient_061_node_1,,
338,patient_061_node_2,,
339,patient_061_node_3,,
340,normal_050,,
341,patient_062_node_4,,
342,patient_063_node_1,,
343,normal_017,,
344,patient_064_node_1,,
345,patient_064_node_2,,
346,patient_064_node_4,,
347,normal_156,,
348,patient_065_node_1,,
349,patient_065_node_2,,
350,patient_065_node_3,,
351,patient_066_node_0,,
352,patient_066_node_1,,
353,patient_067_node_0,,
354,patient_068_node_0,,
355,patient_068_node_2,,
356,normal_081,,
357,patient_068_node_3,,
358,patient_069_node_4,,
359,patient_070_node_0,,
360,normal_133,,
361,patient_070_node_1,,
362,patient_070_node_2,,
363,patient_070_node_4,,
364,patient_071_node_0,,
365,patient_071_node_1,,
366,patient_071_node_2,,
367,patient_071_node_4,,
368,patient_072_node_3,,
369,patient_073_node_0,,
370,patient_073_node_2,,
371,normal_016,,
372,patient_074_node_0,,
373,patient_074_node_1,,
374,patient_074_node_2,,
375,patient_074_node_3,,
376,patient_075_node_0,,
377,normal_149,,
378,patient_075_node_1,,
379,patient_075_node_2,,
380,patient_075_node_3,,
381,patient_076_node_0,,
382,patient_077_node_0,,
383,patient_077_node_1,,
384,patient_077_node_3,,
385,patient_078_node_0,,
386,patient_078_node_2,,
387,patient_079_node_0,,
388,patient_079_node_3,,
389,patient_079_node_4,,
390,normal_096,,
391,patient_081_node_0,,
392,patient_082_node_1,,
393,patient_082_node_3,,
394,patient_082_node_4,,
395,patient_083_node_0,,
396,patient_083_node_1,,
397,patient_083_node_2,,
398,normal_078,,
399,patient_083_node_4,,
400,patient_084_node_0,,
401,patient_084_node_1,,
402,patient_084_node_4,,
403,patient_085_node_0,,
404,patient_085_node_1,,
405,patient_085_node_2,,
406,patient_085_node_3,,
407,patient_085_node_4,,
408,patient_086_node_1,,
409,patient_086_node_2,,
410,patient_086_node_3,,
411,patient_087_node_2,,
412,patient_087_node_4,,
413,patient_088_node_0,,
414,patient_088_node_2,,
415,patient_088_node_3,,
416,patient_089_node_0,,
417,patient_089_node_1,,
418,patient_089_node_2,,
419,patient_090_node_0,,
420,normal_035,,
421,patient_090_node_2,,
422,patient_090_node_3,,
423,patient_090_node_4,,
424,patient_091_node_0,,
425,patient_091_node_1,,
426,normal_140,,
427,patient_092_node_2,,
428,patient_093_node_1,,
429,patient_093_node_2,,
430,patient_093_node_3,,
431,patient_094_node_3,,
432,normal_131,,
433,patient_095_node_1,,
434,patient_095_node_4,,
435,patient_096_node_1,,
436,normal_118,,
437,patient_097_node_2,,
438,patient_098_node_1,,
439,patient_098_node_2,,
440,normal_039,,
441,patient_098_node_3,,
442,patient_099_node_0,,
443,patient_099_node_1,,
444,patient_099_node_3,,
445,tumor_050,,
446,tumor_065,,
447,tumor_008,,
448,tumor_040,,
449,tumor_006,,
450,tumor_001,,
451,tumor_002,,
452,tumor_082,,
453,tumor_037,,
454,tumor_090,,
455,tumor_033,,
456,tumor_095,,
457,tumor_009,,
458,tumor_089,,
459,tumor_056,,
460,tumor_011,,
461,tumor_079,,
462,tumor_045,,
463,tumor_027,,
464,tumor_003,,
465,tumor_022,,
466,tumor_068,,
467,tumor_039,,
468,tumor_010,,
469,tumor_077,,
470,tumor_047,,
471,tumor_031,,
472,tumor_085,,
473,tumor_088,,
474,tumor_029,,
475,tumor_030,,
476,tumor_062,,
477,tumor_043,,
478,tumor_098,,
479,tumor_064,,
480,tumor_102,,
481,tumor_093,,
482,tumor_057,,
483,tumor_012,,
484,tumor_013,,
485,tumor_086,,
486,tumor_070,,
487,tumor_084,,
488,tumor_087,,
489,tumor_061,,
490,tumor_054,,
491,tumor_073,,
492,tumor_075,,
493,tumor_099,,
494,tumor_017,,
495,tumor_101,,
496,tumor_018,,
497,tumor_026,,
498,tumor_111,,
499,tumor_041,,
500,tumor_094,,
501,tumor_110,,
502,tumor_014,,
503,tumor_059,,
504,tumor_028,,
505,tumor_109,,
506,tumor_007,,
507,tumor_071,,
508,tumor_049,,
509,test_001,,
510,test_002,,
511,test_004,,
512,test_008,,
513,test_010,,
514,tumor_042,,
515,test_011,,
516,test_013,,
517,test_016,,
518,tumor_063,,
519,test_021,,
520,test_026,,
521,test_027,,
522,test_029,,
523,test_038,,
524,test_040,,
525,test_046,,
526,test_048,,
527,test_052,,
528,test_061,,
529,test_064,,
530,test_066,,
531,test_068,,
532,test_069,,
533,test_074,,
534,test_075,,
535,test_079,,
536,test_084,,
537,test_090,,
538,test_092,,
539,test_094,,
540,test_097,,
541,test_099,,
542,test_102,,
543,test_104,,
544,test_105,,
545,test_110,,
546,test_113,,
547,test_116,,
548,test_121,,
549,tumor_091,,
550,patient_004_node_4,,
551,patient_005_node_3,,
552,patient_005_node_4,,
553,patient_006_node_2,,
554,patient_006_node_4,,
555,tumor_048,,
556,patient_007_node_4,,
557,patient_009_node_0,,
558,patient_009_node_1,,
559,patient_010_node_0,,
560,patient_010_node_4,,
561,patient_011_node_0,,
562,patient_012_node_0,,
563,patient_013_node_2,,
564,tumor_081,,
565,patient_013_node_3,,
566,patient_013_node_4,,
567,patient_014_node_2,,
568,patient_014_node_3,,
569,tumor_097,,
570,patient_015_node_1,,
571,patient_015_node_2,,
572,patient_015_node_4,,
573,patient_016_node_0,,
574,patient_016_node_1,,
575,patient_017_node_1,,
576,patient_017_node_2,,
577,patient_017_node_3,,
578,patient_017_node_4,,
579,patient_018_node_1,,
580,tumor_074,,
581,patient_018_node_3,,
582,patient_018_node_4,,
583,patient_019_node_0,,
584,patient_019_node_1,,
585,patient_019_node_2,,
586,patient_019_node_3,,
587,tumor_038,,
588,patient_020_node_2,,
589,patient_020_node_4,,
590,patient_021_node_0,,
591,patient_021_node_1,,
592,patient_021_node_3,,
593,patient_021_node_4,,
594,patient_022_node_4,,
595,patient_024_node_1,,
596,patient_024_node_2,,
597,patient_024_node_4,,
598,tumor_103,,
599,patient_026_node_0,,
600,patient_026_node_1,,
601,tumor_021,,
602,patient_027_node_4,,
603,patient_028_node_1,,
604,patient_028_node_2,,
605,patient_028_node_3,,
606,patient_029_node_1,,
607,patient_029_node_2,,
608,patient_029_node_3,,
609,patient_030_node_4,,
610,patient_032_node_1,,
611,patient_033_node_1,,
612,tumor_052,,
613,tumor_060,,
614,patient_033_node_3,,
615,patient_034_node_3,,
616,patient_036_node_3,,
617,tumor_096,,
618,patient_037_node_1,,
619,patient_038_node_0,,
620,patient_038_node_2,,
621,tumor_066,,
622,patient_038_node_4,,
623,patient_039_node_1,,
624,patient_040_node_2,,
625,patient_042_node_3,,
626,patient_044_node_3,,
627,patient_044_node_4,,
628,patient_045_node_0,,
629,tumor_004,,
630,patient_045_node_1,,
631,patient_045_node_3,,
632,patient_045_node_4,,
633,patient_046_node_4,,
634,tumor_023,,
635,patient_047_node_2,,
636,patient_049_node_1,,
637,patient_049_node_2,,
638,tumor_055,,
639,patient_051_node_2,,
640,patient_051_node_4,,
641,patient_052_node_0,,
642,patient_052_node_1,,
643,patient_052_node_2,,
644,patient_052_node_3,,
645,tumor_083,,
646,tumor_053,,
647,patient_060_node_0,,
648,patient_060_node_3,,
649,patient_061_node_4,,
650,patient_062_node_0,,
651,patient_062_node_1,,
652,patient_062_node_2,,
653,patient_062_node_3,,
654,patient_063_node_0,,
655,patient_063_node_2,,
656,patient_063_node_3,,
657,patient_063_node_4,,
658,patient_064_node_0,,
659,patient_064_node_3,,
660,patient_065_node_0,,
661,patient_066_node_2,,
662,patient_066_node_3,,
663,tumor_105,,
664,tumor_076,,
665,patient_067_node_3,,
666,patient_067_node_4,,
667,patient_068_node_1,,
668,patient_068_node_4,,
669,patient_069_node_0,,
670,patient_069_node_1,,
671,patient_069_node_2,,
672,patient_070_node_3,,
673,tumor_051,,
674,patient_072_node_0,,
675,patient_072_node_1,,
676,patient_072_node_2,,
677,patient_073_node_3,,
678,patient_074_node_4,,
679,patient_075_node_4,,
680,patient_076_node_1,,
681,patient_076_node_2,,
682,patient_076_node_4,,
683,tumor_069,,
684,patient_077_node_4,,
685,patient_080_node_0,,
686,patient_080_node_1,,
687,patient_080_node_3,,
688,patient_080_node_4,,
689,patient_081_node_2,,
690,patient_081_node_4,,
691,tumor_036,,
692,tumor_108,,
693,patient_084_node_2,,
694,patient_084_node_3,,
695,tumor_078,,
696,patient_086_node_0,,
697,patient_087_node_0,,
698,patient_087_node_1,,
699,patient_088_node_1,,
700,patient_089_node_3,,
701,patient_091_node_2,,
702,patient_091_node_3,,
703,patient_092_node_0,,
704,patient_092_node_1,,
705,patient_092_node_3,,
706,tumor_016,,
707,patient_093_node_4,,
708,patient_094_node_0,,
709,patient_094_node_1,,
710,patient_094_node_2,,
711,patient_095_node_0,,
712,patient_096_node_2,,
713,patient_096_node_3,,
714,patient_096_node_4,,
715,patient_097_node_0,,
716,patient_097_node_1,,
717,patient_097_node_3,,
718,patient_099_node_4,,
