,train,val,test
51,normal_019,patient_029_node_4,patient_085_node_2
52,normal_036,patient_017_node_0,patient_047_node_4
53,normal_159,normal_096,patient_025_node_0
54,normal_077,patient_092_node_2,patient_061_node_3
55,normal_032,patient_040_node_3,patient_001_node_2
56,normal_084,test_021,patient_076_node_2
57,normal_088,patient_020_node_1,test_065
58,normal_006,patient_094_node_0,patient_005_node_4
59,normal_143,tumor_105,patient_096_node_3
60,normal_158,tumor_085,test_082
61,normal_136,patient_016_node_0,test_071
62,normal_065,patient_094_node_1,patient_047_node_2
63,normal_012,test_079,tumor_010
64,normal_144,patient_027_node_4,tumor_021
65,normal_079,patient_028_node_2,patient_009_node_1
66,normal_110,tumor_033,patient_037_node_1
67,normal_005,patient_052_node_0,tumor_001
68,normal_130,test_105,tumor_024
69,normal_095,tumor_065,patient_088_node_1
70,normal_040,tumor_011,patient_093_node_4
71,normal_020,tumor_064,patient_081_node_2
72,normal_155,test_116,patient_097_node_1
73,normal_061,tumor_050,tumor_081
74,normal_112,patient_017_node_3,patient_038_node_0
75,normal_033,patient_022_node_1,patient_028_node_0
76,normal_127,tumor_040,tumor_015
77,normal_080,test_013,test_040
78,normal_051,patient_021_node_3,patient_046_node_4
79,normal_072,patient_038_node_2,patient_067_node_3
80,normal_113,patient_019_node_3,tumor_061
81,normal_124,tumor_043,patient_069_node_1
82,normal_115,tumor_101,test_092
83,normal_027,tumor_096,patient_026_node_0
84,normal_028,patient_034_node_3,tumor_029
85,normal_063,patient_013_node_4,tumor_012
86,normal_046,patient_015_node_1,patient_084_node_2
87,normal_091,tumor_097,patient_067_node_4
88,normal_103,patient_017_node_1,tumor_071
89,normal_150,test_048,test_008
90,normal_067,,
91,normal_092,,
92,normal_148,,
93,normal_160,,
94,normal_111,,
95,normal_023,,
96,normal_099,,
97,normal_055,,
98,normal_053,,
99,test_003,,
100,test_005,,
101,test_006,,
102,test_014,,
103,test_017,,
104,test_018,,
105,test_019,,
106,test_020,,
107,test_022,,
108,test_023,,
109,test_025,,
110,test_028,,
111,normal_047,,
112,normal_059,,
113,test_031,,
114,test_032,,
115,test_034,,
116,test_035,,
117,test_036,,
118,test_037,,
119,test_039,,
120,normal_093,,
121,test_044,,
122,test_045,,
123,test_047,,
124,normal_038,,
125,test_053,,
126,test_054,,
127,test_055,,
128,test_056,,
129,test_057,,
130,test_058,,
131,test_060,,
132,test_062,,
133,test_063,,
134,test_067,,
135,test_070,,
136,normal_146,,
137,test_072,,
138,test_076,,
139,test_077,,
140,test_078,,
141,test_080,,
142,test_081,,
143,normal_087,,
144,test_083,,
145,test_085,,
146,test_086,,
147,test_087,,
148,test_088,,
149,test_089,,
150,test_091,,
151,normal_098,,
152,test_093,,
153,test_095,,
154,test_098,,
155,test_100,,
156,normal_120,,
157,test_103,,
158,test_106,,
159,test_107,,
160,test_111,,
161,test_112,,
162,test_115,,
163,test_119,,
164,test_123,,
165,test_124,,
166,test_125,,
167,test_126,,
168,test_127,,
169,test_129,,
170,test_130,,
171,normal_054,,
172,normal_117,,
173,patient_000_node_1,,
174,patient_000_node_2,,
175,patient_000_node_3,,
176,patient_001_node_0,,
177,patient_001_node_1,,
178,patient_001_node_4,,
179,normal_153,,
180,patient_002_node_0,,
181,patient_002_node_1,,
182,patient_002_node_2,,
183,patient_002_node_3,,
184,patient_003_node_1,,
185,patient_003_node_2,,
186,patient_003_node_3,,
187,patient_003_node_4,,
188,patient_004_node_0,,
189,patient_004_node_2,,
190,patient_004_node_3,,
191,patient_005_node_0,,
192,normal_069,,
193,patient_005_node_1,,
194,patient_005_node_2,,
195,patient_006_node_1,,
196,patient_006_node_3,,
197,patient_007_node_0,,
198,patient_007_node_1,,
199,patient_007_node_2,,
200,patient_007_node_3,,
201,patient_008_node_1,,
202,normal_074,,
203,patient_008_node_3,,
204,patient_008_node_4,,
205,patient_009_node_3,,
206,normal_041,,
207,patient_010_node_1,,
208,patient_010_node_2,,
209,patient_011_node_2,,
210,patient_011_node_3,,
211,patient_012_node_1,,
212,patient_012_node_2,,
213,patient_012_node_4,,
214,patient_013_node_0,,
215,patient_013_node_1,,
216,patient_014_node_0,,
217,patient_014_node_1,,
218,patient_015_node_0,,
219,patient_015_node_3,,
220,patient_016_node_2,,
221,normal_123,,
222,patient_018_node_0,,
223,patient_020_node_0,,
224,patient_020_node_3,,
225,patient_021_node_2,,
226,normal_108,,
227,patient_022_node_2,,
228,patient_023_node_2,,
229,normal_157,,
230,patient_023_node_3,,
231,patient_024_node_0,,
232,patient_025_node_2,,
233,patient_025_node_4,,
234,patient_027_node_1,,
235,patient_027_node_3,,
236,patient_028_node_4,,
237,patient_030_node_0,,
238,normal_010,,
239,patient_030_node_1,,
240,patient_030_node_2,,
241,patient_030_node_3,,
242,patient_031_node_0,,
243,patient_031_node_1,,
244,patient_031_node_2,,
245,patient_031_node_4,,
246,patient_032_node_2,,
247,patient_032_node_3,,
248,patient_033_node_0,,
249,patient_033_node_4,,
250,patient_034_node_0,,
251,patient_034_node_1,,
252,patient_034_node_2,,
253,patient_034_node_4,,
254,patient_035_node_0,,
255,normal_003,,
256,patient_035_node_2,,
257,patient_035_node_3,,
258,patient_035_node_4,,
259,patient_036_node_0,,
260,patient_036_node_1,,
261,patient_036_node_2,,
262,patient_036_node_4,,
263,patient_037_node_0,,
264,patient_037_node_2,,
265,patient_037_node_3,,
266,patient_037_node_4,,
267,patient_038_node_1,,
268,patient_039_node_2,,
269,patient_039_node_3,,
270,patient_039_node_4,,
271,patient_040_node_0,,
272,normal_147,,
273,patient_040_node_1,,
274,patient_040_node_4,,
275,patient_041_node_1,,
276,patient_041_node_2,,
277,patient_041_node_3,,
278,patient_041_node_4,,
279,patient_042_node_0,,
280,patient_042_node_2,,
281,patient_042_node_4,,
282,patient_043_node_0,,
283,patient_043_node_1,,
284,patient_043_node_2,,
285,normal_132,,
286,patient_043_node_3,,
287,patient_043_node_4,,
288,patient_044_node_0,,
289,patient_044_node_1,,
290,patient_044_node_2,,
291,patient_046_node_0,,
292,patient_046_node_1,,
293,patient_046_node_2,,
294,patient_047_node_1,,
295,patient_047_node_3,,
296,normal_024,,
297,patient_048_node_4,,
298,patient_049_node_0,,
299,patient_049_node_4,,
300,patient_050_node_0,,
301,patient_050_node_1,,
302,patient_050_node_3,,
303,normal_007,,
304,patient_052_node_4,,
305,patient_053_node_1,,
306,patient_053_node_2,,
307,normal_008,,
308,patient_053_node_4,,
309,patient_054_node_0,,
310,patient_054_node_1,,
311,patient_054_node_2,,
312,patient_054_node_3,,
313,patient_055_node_0,,
314,patient_055_node_1,,
315,patient_055_node_3,,
316,patient_055_node_4,,
317,patient_056_node_0,,
318,patient_056_node_1,,
319,patient_056_node_3,,
320,patient_056_node_4,,
321,normal_114,,
322,patient_057_node_0,,
323,patient_057_node_1,,
324,patient_057_node_2,,
325,patient_057_node_4,,
326,patient_058_node_1,,
327,patient_058_node_2,,
328,patient_058_node_3,,
329,patient_058_node_4,,
330,patient_059_node_1,,
331,patient_059_node_2,,
332,patient_059_node_3,,
333,patient_059_node_4,,
334,normal_090,,
335,patient_060_node_1,,
336,patient_060_node_2,,
337,patient_060_node_4,,
338,patient_061_node_0,,
339,patient_061_node_1,,
340,patient_061_node_2,,
341,normal_050,,
342,patient_062_node_4,,
343,patient_063_node_1,,
344,normal_017,,
345,patient_064_node_1,,
346,patient_064_node_2,,
347,patient_064_node_4,,
348,normal_156,,
349,patient_065_node_1,,
350,patient_065_node_2,,
351,patient_065_node_3,,
352,patient_066_node_0,,
353,patient_066_node_1,,
354,patient_066_node_4,,
355,patient_067_node_0,,
356,patient_067_node_1,,
357,patient_067_node_2,,
358,patient_068_node_0,,
359,patient_068_node_2,,
360,normal_081,,
361,patient_068_node_3,,
362,patient_069_node_4,,
363,patient_070_node_0,,
364,normal_133,,
365,patient_070_node_1,,
366,patient_070_node_2,,
367,patient_070_node_4,,
368,patient_071_node_0,,
369,patient_071_node_3,,
370,patient_071_node_4,,
371,patient_072_node_3,,
372,patient_073_node_0,,
373,patient_073_node_2,,
374,normal_016,,
375,patient_073_node_4,,
376,patient_074_node_0,,
377,patient_074_node_1,,
378,patient_074_node_2,,
379,normal_149,,
380,patient_075_node_1,,
381,patient_075_node_2,,
382,patient_075_node_3,,
383,patient_076_node_0,,
384,patient_077_node_0,,
385,patient_077_node_1,,
386,patient_078_node_0,,
387,patient_078_node_1,,
388,patient_078_node_2,,
389,patient_078_node_3,,
390,patient_078_node_4,,
391,patient_079_node_0,,
392,patient_079_node_1,,
393,patient_079_node_2,,
394,patient_079_node_3,,
395,patient_079_node_4,,
396,patient_081_node_0,,
397,patient_081_node_3,,
398,patient_082_node_1,,
399,patient_082_node_2,,
400,patient_082_node_3,,
401,patient_083_node_0,,
402,patient_083_node_1,,
403,patient_083_node_2,,
404,normal_078,,
405,patient_083_node_3,,
406,patient_084_node_0,,
407,patient_084_node_1,,
408,patient_084_node_4,,
409,patient_085_node_0,,
410,patient_085_node_1,,
411,patient_085_node_4,,
412,patient_086_node_1,,
413,patient_087_node_2,,
414,patient_087_node_3,,
415,patient_087_node_4,,
416,patient_088_node_0,,
417,patient_088_node_3,,
418,patient_089_node_0,,
419,patient_089_node_2,,
420,patient_090_node_0,,
421,normal_035,,
422,patient_090_node_2,,
423,patient_090_node_3,,
424,patient_091_node_1,,
425,patient_093_node_0,,
426,patient_093_node_1,,
427,patient_093_node_2,,
428,patient_093_node_3,,
429,patient_094_node_3,,
430,normal_131,,
431,patient_095_node_1,,
432,patient_095_node_2,,
433,patient_095_node_3,,
434,patient_096_node_1,,
435,normal_118,,
436,patient_097_node_2,,
437,patient_098_node_0,,
438,patient_098_node_1,,
439,patient_098_node_2,,
440,normal_039,,
441,patient_099_node_0,,
442,patient_099_node_1,,
443,patient_099_node_2,,
444,patient_099_node_3,,
445,tumor_008,,
446,tumor_006,,
447,tumor_002,,
448,tumor_082,,
449,tumor_037,,
450,tumor_090,,
451,tumor_095,,
452,tumor_009,,
453,tumor_044,,
454,tumor_089,,
455,tumor_056,,
456,tumor_079,,
457,tumor_045,,
458,tumor_027,,
459,tumor_003,,
460,tumor_022,,
461,tumor_068,,
462,tumor_039,,
463,tumor_077,,
464,tumor_047,,
465,tumor_031,,
466,tumor_088,,
467,tumor_030,,
468,tumor_062,,
469,tumor_098,,
470,tumor_102,,
471,tumor_093,,
472,tumor_104,,
473,tumor_057,,
474,tumor_100,,
475,tumor_013,,
476,tumor_025,,
477,tumor_086,,
478,tumor_070,,
479,tumor_084,,
480,tumor_046,,
481,tumor_058,,
482,tumor_080,,
483,tumor_067,,
484,tumor_034,,
485,tumor_087,,
486,tumor_054,,
487,tumor_073,,
488,tumor_075,,
489,tumor_099,,
490,tumor_017,,
491,tumor_018,,
492,tumor_026,,
493,tumor_111,,
494,tumor_041,,
495,tumor_094,,
496,tumor_110,,
497,tumor_014,,
498,tumor_059,,
499,tumor_028,,
500,tumor_109,,
501,tumor_007,,
502,tumor_092,,
503,tumor_049,,
504,test_001,,
505,test_002,,
506,test_004,,
507,test_010,,
508,tumor_042,,
509,test_011,,
510,test_016,,
511,tumor_063,,
512,test_026,,
513,test_027,,
514,test_029,,
515,test_030,,
516,test_033,,
517,test_038,,
518,test_046,,
519,test_051,,
520,test_052,,
521,test_061,,
522,tumor_019,,
523,test_064,,
524,test_066,,
525,test_068,,
526,test_069,,
527,test_073,,
528,test_074,,
529,test_075,,
530,test_084,,
531,test_090,,
532,test_094,,
533,test_097,,
534,test_099,,
535,test_102,,
536,test_104,,
537,test_108,,
538,test_110,,
539,test_113,,
540,test_114,,
541,test_117,,
542,test_121,,
543,tumor_035,,
544,test_122,,
545,tumor_091,,
546,patient_004_node_4,,
547,patient_005_node_3,,
548,patient_006_node_2,,
549,patient_006_node_4,,
550,tumor_048,,
551,patient_007_node_4,,
552,patient_008_node_0,,
553,patient_009_node_0,,
554,patient_010_node_0,,
555,patient_010_node_4,,
556,patient_011_node_0,,
557,tumor_032,,
558,patient_012_node_0,,
559,patient_013_node_2,,
560,patient_013_node_3,,
561,patient_014_node_2,,
562,patient_014_node_3,,
563,patient_014_node_4,,
564,patient_015_node_2,,
565,patient_015_node_4,,
566,patient_016_node_1,,
567,patient_017_node_2,,
568,patient_017_node_4,,
569,patient_018_node_1,,
570,patient_018_node_2,,
571,tumor_074,,
572,patient_018_node_3,,
573,patient_018_node_4,,
574,patient_019_node_0,,
575,patient_019_node_1,,
576,patient_019_node_2,,
577,tumor_038,,
578,patient_020_node_2,,
579,patient_020_node_4,,
580,patient_021_node_0,,
581,patient_021_node_1,,
582,patient_021_node_4,,
583,patient_022_node_0,,
584,patient_022_node_4,,
585,patient_024_node_1,,
586,patient_024_node_2,,
587,patient_024_node_4,,
588,tumor_103,,
589,patient_026_node_1,,
590,patient_026_node_2,,
591,patient_026_node_3,,
592,patient_026_node_4,,
593,patient_027_node_0,,
594,patient_027_node_2,,
595,patient_028_node_1,,
596,patient_028_node_3,,
597,patient_029_node_0,,
598,patient_029_node_1,,
599,patient_029_node_2,,
600,patient_029_node_3,,
601,patient_030_node_4,,
602,tumor_072,,
603,patient_032_node_1,,
604,patient_033_node_1,,
605,patient_033_node_2,,
606,tumor_052,,
607,tumor_060,,
608,patient_033_node_3,,
609,patient_036_node_3,,
610,tumor_066,,
611,patient_038_node_4,,
612,patient_039_node_0,,
613,patient_039_node_1,,
614,patient_040_node_2,,
615,patient_041_node_0,,
616,tumor_005,,
617,patient_042_node_3,,
618,patient_044_node_3,,
619,patient_044_node_4,,
620,patient_045_node_0,,
621,tumor_004,,
622,patient_045_node_1,,
623,patient_045_node_3,,
624,patient_045_node_4,,
625,patient_046_node_3,,
626,tumor_023,,
627,patient_048_node_0,,
628,patient_048_node_1,,
629,patient_049_node_1,,
630,patient_049_node_2,,
631,tumor_055,,
632,patient_050_node_4,,
633,patient_051_node_0,,
634,patient_051_node_1,,
635,patient_051_node_2,,
636,patient_051_node_4,,
637,patient_052_node_1,,
638,patient_052_node_2,,
639,patient_052_node_3,,
640,tumor_083,,
641,tumor_053,,
642,patient_060_node_0,,
643,patient_060_node_3,,
644,patient_061_node_4,,
645,patient_062_node_0,,
646,patient_062_node_1,,
647,patient_062_node_2,,
648,patient_062_node_3,,
649,patient_063_node_0,,
650,patient_063_node_2,,
651,patient_063_node_3,,
652,patient_063_node_4,,
653,patient_064_node_0,,
654,patient_064_node_3,,
655,patient_065_node_0,,
656,patient_065_node_4,,
657,patient_066_node_2,,
658,patient_066_node_3,,
659,tumor_076,,
660,patient_068_node_1,,
661,patient_068_node_4,,
662,patient_069_node_0,,
663,patient_069_node_2,,
664,patient_069_node_3,,
665,patient_070_node_3,,
666,tumor_051,,
667,patient_072_node_0,,
668,patient_072_node_1,,
669,patient_072_node_2,,
670,patient_072_node_4,,
671,patient_073_node_1,,
672,patient_073_node_3,,
673,patient_074_node_4,,
674,patient_075_node_4,,
675,patient_076_node_1,,
676,patient_076_node_3,,
677,patient_076_node_4,,
678,tumor_069,,
679,patient_077_node_2,,
680,patient_077_node_4,,
681,tumor_020,,
682,patient_080_node_0,,
683,patient_080_node_1,,
684,patient_080_node_2,,
685,patient_080_node_3,,
686,patient_080_node_4,,
687,patient_081_node_1,,
688,patient_081_node_4,,
689,tumor_036,,
690,tumor_108,,
691,patient_084_node_3,,
692,tumor_078,,
693,patient_086_node_0,,
694,patient_086_node_4,,
695,tumor_106,,
696,patient_087_node_0,,
697,patient_087_node_1,,
698,tumor_107,,
699,patient_088_node_4,,
700,patient_089_node_3,,
701,patient_091_node_2,,
702,patient_091_node_3,,
703,patient_091_node_4,,
704,patient_092_node_0,,
705,patient_092_node_1,,
706,patient_092_node_3,,
707,patient_092_node_4,,
708,tumor_016,,
709,patient_094_node_2,,
710,patient_094_node_4,,
711,patient_095_node_0,,
712,patient_096_node_0,,
713,patient_096_node_2,,
714,patient_096_node_4,,
715,patient_097_node_0,,
716,patient_097_node_3,,
717,patient_097_node_4,,
718,patient_099_node_4,,
