,train,val,test
76,normal_057,tumor_030,tumor_065
77,normal_115,patient_024_node_2,tumor_095
78,normal_028,patient_045_node_4,patient_040_node_2
79,normal_046,patient_094_node_4,patient_047_node_2
80,normal_103,test_033,test_066
81,normal_150,patient_097_node_4,tumor_058
82,normal_067,patient_062_node_2,test_097
83,normal_092,tumor_049,tumor_001
84,normal_148,tumor_019,test_061
85,normal_160,patient_013_node_2,patient_009_node_0
86,normal_015,test_016,patient_014_node_3
87,normal_023,patient_073_node_1,patient_069_node_3
88,normal_043,test_069,patient_029_node_3
89,normal_099,patient_096_node_4,patient_006_node_4
90,normal_055,,
91,normal_058,,
92,normal_053,,
93,test_003,,
94,test_006,,
95,test_007,,
96,test_009,,
97,test_014,,
98,test_015,,
99,test_017,,
100,test_018,,
101,test_019,,
102,test_022,,
103,test_024,,
104,test_025,,
105,test_031,,
106,test_032,,
107,test_034,,
108,test_035,,
109,test_036,,
110,test_037,,
111,test_039,,
112,normal_093,,
113,test_041,,
114,test_043,,
115,test_045,,
116,test_047,,
117,test_050,,
118,test_053,,
119,test_054,,
120,test_055,,
121,test_056,,
122,test_058,,
123,test_059,,
124,test_062,,
125,test_067,,
126,test_070,,
127,normal_146,,
128,test_076,,
129,test_077,,
130,test_078,,
131,test_081,,
132,test_083,,
133,test_085,,
134,test_086,,
135,test_087,,
136,test_089,,
137,test_091,,
138,test_093,,
139,test_095,,
140,test_096,,
141,test_098,,
142,test_100,,
143,test_101,,
144,normal_120,,
145,test_106,,
146,test_107,,
147,test_109,,
148,normal_083,,
149,test_112,,
150,test_118,,
151,test_119,,
152,test_120,,
153,test_123,,
154,test_125,,
155,test_127,,
156,test_129,,
157,test_130,,
158,patient_000_node_0,,
159,normal_117,,
160,patient_000_node_1,,
161,patient_000_node_2,,
162,patient_000_node_3,,
163,patient_000_node_4,,
164,patient_001_node_0,,
165,patient_001_node_1,,
166,patient_001_node_2,,
167,patient_001_node_3,,
168,patient_001_node_4,,
169,normal_153,,
170,patient_002_node_1,,
171,patient_002_node_2,,
172,patient_002_node_3,,
173,patient_002_node_4,,
174,patient_003_node_0,,
175,patient_003_node_1,,
176,patient_003_node_2,,
177,patient_003_node_3,,
178,patient_003_node_4,,
179,patient_004_node_0,,
180,patient_004_node_1,,
181,patient_004_node_2,,
182,patient_004_node_3,,
183,patient_005_node_0,,
184,normal_069,,
185,patient_005_node_2,,
186,patient_006_node_0,,
187,patient_006_node_1,,
188,patient_006_node_3,,
189,patient_007_node_1,,
190,patient_007_node_3,,
191,patient_008_node_1,,
192,patient_008_node_2,,
193,normal_074,,
194,patient_008_node_3,,
195,patient_008_node_4,,
196,patient_009_node_2,,
197,patient_009_node_4,,
198,normal_041,,
199,patient_010_node_1,,
200,patient_010_node_2,,
201,patient_010_node_3,,
202,patient_011_node_1,,
203,patient_011_node_3,,
204,patient_012_node_2,,
205,patient_012_node_3,,
206,patient_012_node_4,,
207,patient_013_node_0,,
208,patient_013_node_1,,
209,patient_014_node_0,,
210,patient_014_node_1,,
211,patient_015_node_0,,
212,patient_016_node_2,,
213,patient_016_node_4,,
214,normal_123,,
215,patient_018_node_0,,
216,patient_019_node_4,,
217,patient_020_node_0,,
218,patient_020_node_3,,
219,patient_021_node_2,,
220,patient_022_node_2,,
221,patient_022_node_3,,
222,patient_023_node_0,,
223,patient_023_node_1,,
224,patient_023_node_2,,
225,normal_157,,
226,patient_023_node_4,,
227,patient_024_node_0,,
228,patient_024_node_3,,
229,patient_025_node_0,,
230,patient_025_node_1,,
231,patient_025_node_2,,
232,patient_025_node_3,,
233,patient_025_node_4,,
234,patient_027_node_1,,
235,patient_027_node_3,,
236,normal_129,,
237,patient_028_node_4,,
238,patient_029_node_4,,
239,patient_030_node_0,,
240,normal_010,,
241,patient_030_node_1,,
242,patient_030_node_3,,
243,patient_031_node_1,,
244,patient_031_node_2,,
245,patient_031_node_4,,
246,patient_032_node_2,,
247,patient_032_node_4,,
248,patient_033_node_4,,
249,patient_034_node_0,,
250,patient_034_node_1,,
251,patient_034_node_2,,
252,patient_034_node_4,,
253,patient_035_node_0,,
254,patient_035_node_1,,
255,patient_035_node_2,,
256,patient_035_node_3,,
257,patient_035_node_4,,
258,patient_036_node_0,,
259,patient_036_node_1,,
260,patient_036_node_2,,
261,patient_036_node_4,,
262,patient_037_node_2,,
263,patient_037_node_3,,
264,patient_037_node_4,,
265,patient_038_node_1,,
266,patient_038_node_3,,
267,patient_039_node_2,,
268,patient_039_node_4,,
269,normal_147,,
270,patient_040_node_1,,
271,patient_040_node_3,,
272,patient_041_node_1,,
273,patient_041_node_3,,
274,patient_041_node_4,,
275,patient_042_node_0,,
276,patient_042_node_1,,
277,patient_042_node_4,,
278,patient_043_node_0,,
279,patient_043_node_1,,
280,patient_043_node_2,,
281,normal_132,,
282,patient_043_node_3,,
283,patient_043_node_4,,
284,patient_044_node_0,,
285,patient_044_node_1,,
286,patient_044_node_2,,
287,patient_045_node_2,,
288,patient_046_node_2,,
289,patient_047_node_0,,
290,patient_047_node_1,,
291,patient_048_node_2,,
292,normal_024,,
293,patient_048_node_3,,
294,patient_048_node_4,,
295,patient_049_node_0,,
296,patient_049_node_4,,
297,patient_050_node_0,,
298,patient_050_node_1,,
299,patient_050_node_2,,
300,patient_050_node_3,,
301,patient_051_node_3,,
302,normal_007,,
303,patient_052_node_4,,
304,patient_053_node_0,,
305,patient_053_node_1,,
306,patient_053_node_2,,
307,normal_008,,
308,patient_053_node_3,,
309,patient_053_node_4,,
310,patient_054_node_0,,
311,patient_054_node_1,,
312,patient_054_node_2,,
313,patient_054_node_3,,
314,patient_054_node_4,,
315,patient_055_node_1,,
316,patient_055_node_2,,
317,patient_055_node_3,,
318,patient_055_node_4,,
319,patient_056_node_0,,
320,patient_056_node_1,,
321,patient_056_node_3,,
322,normal_114,,
323,patient_057_node_1,,
324,patient_057_node_2,,
325,patient_057_node_3,,
326,patient_057_node_4,,
327,patient_058_node_0,,
328,patient_058_node_1,,
329,patient_058_node_2,,
330,patient_058_node_3,,
331,patient_058_node_4,,
332,patient_059_node_0,,
333,patient_059_node_1,,
334,patient_059_node_2,,
335,patient_059_node_3,,
336,patient_059_node_4,,
337,normal_090,,
338,patient_060_node_4,,
339,patient_061_node_0,,
340,patient_061_node_1,,
341,patient_061_node_2,,
342,patient_061_node_3,,
343,normal_050,,
344,patient_062_node_4,,
345,patient_063_node_1,,
346,patient_064_node_1,,
347,patient_065_node_1,,
348,patient_065_node_2,,
349,patient_065_node_3,,
350,patient_066_node_1,,
351,patient_067_node_0,,
352,patient_067_node_2,,
353,normal_081,,
354,patient_068_node_3,,
355,patient_069_node_4,,
356,patient_070_node_0,,
357,normal_133,,
358,patient_070_node_1,,
359,patient_070_node_4,,
360,patient_071_node_1,,
361,patient_071_node_3,,
362,patient_071_node_4,,
363,patient_072_node_3,,
364,patient_073_node_0,,
365,patient_073_node_2,,
366,normal_016,,
367,patient_073_node_4,,
368,patient_074_node_1,,
369,patient_074_node_2,,
370,patient_074_node_3,,
371,patient_075_node_0,,
372,normal_149,,
373,patient_075_node_1,,
374,patient_075_node_2,,
375,patient_077_node_0,,
376,patient_077_node_1,,
377,patient_077_node_3,,
378,patient_078_node_0,,
379,patient_078_node_1,,
380,patient_078_node_2,,
381,patient_078_node_3,,
382,patient_078_node_4,,
383,patient_079_node_0,,
384,patient_079_node_1,,
385,patient_079_node_2,,
386,patient_079_node_3,,
387,patient_079_node_4,,
388,normal_096,,
389,patient_081_node_0,,
390,patient_082_node_0,,
391,patient_082_node_1,,
392,patient_082_node_2,,
393,patient_082_node_3,,
394,patient_082_node_4,,
395,patient_083_node_0,,
396,patient_083_node_1,,
397,normal_078,,
398,patient_083_node_3,,
399,patient_083_node_4,,
400,patient_084_node_0,,
401,patient_084_node_1,,
402,patient_084_node_4,,
403,patient_085_node_0,,
404,patient_085_node_1,,
405,patient_085_node_2,,
406,patient_085_node_3,,
407,patient_086_node_1,,
408,patient_086_node_2,,
409,patient_086_node_3,,
410,patient_087_node_2,,
411,patient_087_node_3,,
412,patient_087_node_4,,
413,patient_088_node_0,,
414,patient_088_node_2,,
415,patient_088_node_3,,
416,patient_089_node_0,,
417,patient_089_node_1,,
418,patient_089_node_2,,
419,normal_035,,
420,patient_090_node_1,,
421,patient_090_node_2,,
422,patient_090_node_3,,
423,patient_090_node_4,,
424,patient_091_node_0,,
425,patient_091_node_1,,
426,normal_140,,
427,patient_092_node_2,,
428,patient_093_node_0,,
429,patient_093_node_1,,
430,patient_093_node_2,,
431,normal_131,,
432,patient_095_node_1,,
433,patient_095_node_2,,
434,patient_095_node_3,,
435,patient_096_node_1,,
436,normal_118,,
437,patient_097_node_2,,
438,patient_098_node_0,,
439,patient_098_node_1,,
440,patient_098_node_2,,
441,patient_099_node_0,,
442,patient_099_node_1,,
443,patient_099_node_2,,
444,patient_099_node_3,,
445,tumor_050,,
446,tumor_008,,
447,tumor_040,,
448,tumor_006,,
449,tumor_002,,
450,tumor_037,,
451,tumor_033,,
452,tumor_009,,
453,tumor_056,,
454,tumor_011,,
455,tumor_079,,
456,tumor_045,,
457,tumor_003,,
458,tumor_022,,
459,tumor_068,,
460,tumor_039,,
461,tumor_010,,
462,tumor_077,,
463,tumor_031,,
464,tumor_085,,
465,tumor_088,,
466,tumor_029,,
467,tumor_062,,
468,tumor_043,,
469,tumor_098,,
470,tumor_064,,
471,tumor_102,,
472,tumor_104,,
473,tumor_012,,
474,tumor_100,,
475,tumor_013,,
476,tumor_015,,
477,tumor_025,,
478,tumor_070,,
479,tumor_084,,
480,tumor_046,,
481,tumor_080,,
482,tumor_067,,
483,tumor_034,,
484,tumor_087,,
485,tumor_061,,
486,tumor_024,,
487,tumor_073,,
488,tumor_075,,
489,tumor_017,,
490,tumor_101,,
491,tumor_018,,
492,tumor_026,,
493,tumor_111,,
494,tumor_041,,
495,tumor_094,,
496,tumor_110,,
497,tumor_014,,
498,tumor_059,,
499,tumor_109,,
500,tumor_007,,
501,tumor_071,,
502,tumor_092,,
503,test_001,,
504,test_002,,
505,test_004,,
506,test_010,,
507,tumor_042,,
508,test_011,,
509,test_013,,
510,tumor_063,,
511,test_021,,
512,test_026,,
513,test_027,,
514,test_029,,
515,test_030,,
516,test_038,,
517,test_040,,
518,test_046,,
519,test_048,,
520,test_051,,
521,test_052,,
522,test_064,,
523,test_065,,
524,test_068,,
525,test_073,,
526,test_074,,
527,test_075,,
528,test_079,,
529,test_084,,
530,test_090,,
531,test_092,,
532,test_099,,
533,test_102,,
534,test_104,,
535,test_105,,
536,test_108,,
537,test_110,,
538,test_113,,
539,test_116,,
540,test_117,,
541,test_121,,
542,tumor_035,,
543,test_122,,
544,tumor_091,,
545,patient_004_node_4,,
546,patient_005_node_3,,
547,patient_005_node_4,,
548,patient_006_node_2,,
549,tumor_048,,
550,patient_007_node_4,,
551,patient_008_node_0,,
552,patient_009_node_1,,
553,patient_010_node_4,,
554,patient_011_node_0,,
555,tumor_032,,
556,patient_012_node_0,,
557,patient_013_node_3,,
558,patient_013_node_4,,
559,patient_014_node_2,,
560,patient_014_node_4,,
561,tumor_097,,
562,patient_015_node_1,,
563,patient_015_node_2,,
564,patient_015_node_4,,
565,patient_016_node_1,,
566,patient_017_node_1,,
567,patient_017_node_2,,
568,patient_017_node_3,,
569,patient_018_node_1,,
570,patient_018_node_2,,
571,tumor_074,,
572,patient_018_node_3,,
573,patient_018_node_4,,
574,patient_019_node_0,,
575,patient_019_node_1,,
576,patient_019_node_2,,
577,patient_019_node_3,,
578,tumor_038,,
579,patient_020_node_1,,
580,patient_020_node_2,,
581,patient_020_node_4,,
582,patient_021_node_3,,
583,patient_021_node_4,,
584,patient_022_node_0,,
585,patient_022_node_1,,
586,patient_022_node_4,,
587,patient_024_node_1,,
588,patient_024_node_4,,
589,patient_026_node_0,,
590,patient_026_node_1,,
591,patient_026_node_2,,
592,patient_026_node_3,,
593,patient_026_node_4,,
594,tumor_021,,
595,patient_027_node_0,,
596,patient_027_node_2,,
597,patient_027_node_4,,
598,patient_028_node_1,,
599,patient_028_node_2,,
600,patient_028_node_3,,
601,patient_029_node_0,,
602,patient_029_node_1,,
603,patient_029_node_2,,
604,patient_030_node_4,,
605,tumor_072,,
606,patient_032_node_1,,
607,patient_033_node_1,,
608,patient_033_node_2,,
609,tumor_052,,
610,tumor_060,,
611,patient_033_node_3,,
612,patient_034_node_3,,
613,patient_036_node_3,,
614,tumor_096,,
615,patient_037_node_1,,
616,patient_038_node_0,,
617,patient_038_node_2,,
618,tumor_066,,
619,patient_039_node_0,,
620,patient_039_node_1,,
621,patient_041_node_0,,
622,tumor_005,,
623,patient_044_node_3,,
624,patient_044_node_4,,
625,patient_045_node_0,,
626,tumor_004,,
627,patient_045_node_1,,
628,patient_045_node_3,,
629,patient_046_node_3,,
630,patient_046_node_4,,
631,tumor_023,,
632,patient_048_node_0,,
633,patient_048_node_1,,
634,patient_049_node_2,,
635,tumor_055,,
636,patient_050_node_4,,
637,patient_051_node_0,,
638,patient_051_node_1,,
639,patient_051_node_2,,
640,patient_051_node_4,,
641,patient_052_node_0,,
642,patient_052_node_1,,
643,patient_052_node_2,,
644,patient_052_node_3,,
645,tumor_053,,
646,patient_060_node_0,,
647,patient_060_node_3,,
648,patient_061_node_4,,
649,patient_062_node_1,,
650,patient_062_node_3,,
651,patient_063_node_2,,
652,patient_063_node_3,,
653,patient_064_node_0,,
654,patient_064_node_3,,
655,patient_065_node_0,,
656,patient_065_node_4,,
657,patient_066_node_2,,
658,patient_066_node_3,,
659,tumor_105,,
660,tumor_076,,
661,patient_067_node_3,,
662,patient_067_node_4,,
663,patient_068_node_1,,
664,patient_068_node_4,,
665,patient_069_node_0,,
666,patient_069_node_1,,
667,patient_069_node_2,,
668,patient_070_node_3,,
669,tumor_051,,
670,patient_072_node_0,,
671,patient_072_node_1,,
672,patient_072_node_2,,
673,patient_072_node_4,,
674,patient_073_node_3,,
675,patient_075_node_4,,
676,patient_076_node_1,,
677,patient_076_node_2,,
678,patient_076_node_3,,
679,patient_076_node_4,,
680,tumor_069,,
681,patient_077_node_2,,
682,patient_077_node_4,,
683,patient_080_node_0,,
684,patient_080_node_1,,
685,patient_080_node_2,,
686,patient_080_node_3,,
687,patient_080_node_4,,
688,patient_081_node_1,,
689,patient_081_node_2,,
690,patient_081_node_4,,
691,tumor_036,,
692,tumor_108,,
693,patient_084_node_2,,
694,patient_084_node_3,,
695,tumor_078,,
696,patient_086_node_4,,
697,patient_087_node_0,,
698,patient_087_node_1,,
699,patient_088_node_1,,
700,tumor_107,,
701,patient_088_node_4,,
702,patient_089_node_3,,
703,patient_091_node_2,,
704,patient_091_node_3,,
705,patient_091_node_4,,
706,patient_092_node_0,,
707,patient_092_node_1,,
708,patient_092_node_3,,
709,patient_092_node_4,,
710,patient_093_node_4,,
711,patient_094_node_0,,
712,patient_094_node_1,,
713,patient_094_node_2,,
714,patient_096_node_0,,
715,patient_096_node_2,,
716,patient_097_node_0,,
717,patient_097_node_3,,
718,patient_099_node_4,,
