,train,val,test
230,normal_157,,
231,patient_023_node_3,,
232,patient_023_node_4,,
233,patient_024_node_3,,
234,patient_025_node_0,,
235,patient_025_node_1,,
236,patient_025_node_2,,
237,patient_025_node_3,,
238,patient_027_node_1,,
239,patient_027_node_3,,
240,patient_028_node_4,,
241,patient_029_node_4,,
242,patient_030_node_0,,
243,normal_010,,
244,patient_030_node_2,,
245,patient_030_node_3,,
246,patient_031_node_0,,
247,patient_031_node_3,,
248,patient_031_node_4,,
249,patient_032_node_0,,
250,patient_032_node_3,,
251,patient_033_node_4,,
252,patient_034_node_4,,
253,patient_035_node_0,,
254,normal_003,,
255,patient_035_node_1,,
256,patient_035_node_3,,
257,patient_035_node_4,,
258,patient_036_node_0,,
259,patient_036_node_4,,
260,patient_037_node_0,,
261,patient_037_node_2,,
262,patient_037_node_3,,
263,patient_037_node_4,,
264,patient_038_node_1,,
265,patient_039_node_2,,
266,patient_039_node_3,,
267,patient_039_node_4,,
268,normal_147,,
269,patient_040_node_1,,
270,patient_040_node_3,,
271,patient_040_node_4,,
272,patient_041_node_1,,
273,patient_041_node_2,,
274,patient_041_node_3,,
275,patient_042_node_0,,
276,patient_042_node_4,,
277,patient_043_node_0,,
278,patient_043_node_1,,
279,patient_043_node_2,,
280,normal_132,,
281,patient_043_node_3,,
282,patient_043_node_4,,
283,patient_044_node_0,,
284,patient_044_node_1,,
285,patient_045_node_2,,
286,patient_046_node_0,,
287,patient_046_node_2,,
288,patient_047_node_0,,
289,patient_047_node_1,,
290,patient_047_node_4,,
291,patient_048_node_2,,
292,normal_024,,
293,patient_048_node_3,,
294,patient_048_node_4,,
295,patient_049_node_0,,
296,patient_049_node_3,,
297,patient_049_node_4,,
298,normal_154,,
299,patient_050_node_1,,
300,patient_051_node_3,,
301,normal_007,,
302,patient_052_node_4,,
303,patient_053_node_0,,
304,patient_053_node_1,,
305,patient_053_node_2,,
306,normal_008,,
307,patient_053_node_4,,
308,patient_054_node_0,,
309,patient_054_node_1,,
310,patient_054_node_2,,
311,patient_054_node_3,,
312,patient_054_node_4,,
313,patient_055_node_0,,
314,patient_055_node_3,,
315,patient_055_node_4,,
316,patient_056_node_0,,
317,patient_056_node_1,,
318,patient_056_node_2,,
319,patient_056_node_3,,
320,patient_056_node_4,,
321,normal_114,,
322,patient_057_node_1,,
323,patient_057_node_2,,
324,patient_057_node_3,,
325,patient_057_node_4,,
326,patient_058_node_0,,
327,patient_058_node_1,,
328,patient_058_node_2,,
329,patient_058_node_3,,
330,patient_058_node_4,,
331,patient_059_node_0,,
332,patient_059_node_1,,
333,patient_059_node_4,,
334,normal_090,,
335,patient_060_node_1,,
336,patient_060_node_2,,
337,patient_060_node_4,,
338,patient_061_node_0,,
339,patient_061_node_1,,
340,patient_061_node_2,,
341,patient_061_node_3,,
342,normal_050,,
343,patient_063_node_1,,
344,normal_017,,
345,patient_064_node_1,,
346,patient_064_node_2,,
347,patient_064_node_4,,
348,normal_156,,
349,patient_065_node_1,,
350,patient_065_node_2,,
351,patient_066_node_0,,
352,patient_066_node_1,,
353,patient_066_node_4,,
354,patient_067_node_0,,
355,patient_067_node_2,,
356,patient_068_node_0,,
357,patient_068_node_2,,
358,normal_081,,
359,patient_068_node_3,,
360,patient_070_node_0,,
361,normal_133,,
362,patient_070_node_2,,
363,patient_070_node_4,,
364,patient_071_node_0,,
365,patient_071_node_1,,
366,patient_071_node_2,,
367,patient_071_node_4,,
368,patient_072_node_3,,
369,patient_073_node_0,,
370,patient_073_node_2,,
371,patient_074_node_0,,
372,patient_074_node_1,,
373,patient_074_node_2,,
374,patient_074_node_3,,
375,patient_075_node_1,,
376,patient_075_node_2,,
377,patient_076_node_0,,
378,patient_077_node_0,,
379,patient_077_node_1,,
380,patient_077_node_3,,
381,patient_078_node_0,,
382,patient_078_node_2,,
383,patient_078_node_3,,
384,patient_078_node_4,,
385,patient_079_node_2,,
386,patient_079_node_3,,
387,normal_096,,
388,patient_081_node_0,,
389,patient_081_node_3,,
390,patient_082_node_1,,
391,patient_082_node_2,,
392,patient_082_node_3,,
393,patient_082_node_4,,
394,patient_083_node_0,,
395,patient_083_node_1,,
396,normal_078,,
397,patient_083_node_3,,
398,patient_084_node_0,,
399,patient_084_node_1,,
400,patient_084_node_4,,
401,patient_085_node_1,,
402,patient_085_node_2,,
403,patient_085_node_3,,
404,patient_085_node_4,,
405,patient_086_node_1,,
406,patient_086_node_2,,
407,patient_086_node_3,,
408,patient_087_node_2,,
409,patient_087_node_3,,
410,patient_087_node_4,,
411,patient_088_node_0,,
412,patient_088_node_2,,
413,patient_088_node_3,,
414,patient_089_node_1,,
415,patient_089_node_2,,
416,patient_090_node_0,,
417,normal_035,,
418,patient_090_node_1,,
419,patient_090_node_2,,
420,patient_090_node_3,,
421,patient_090_node_4,,
422,patient_091_node_0,,
423,patient_091_node_1,,
424,patient_092_node_2,,
425,patient_093_node_0,,
426,patient_093_node_1,,
427,patient_093_node_3,,
428,patient_094_node_3,,
429,patient_095_node_1,,
430,patient_095_node_2,,
431,patient_095_node_3,,
432,patient_095_node_4,,
433,patient_096_node_1,,
434,normal_118,,
435,patient_097_node_2,,
436,patient_098_node_0,,
437,patient_098_node_1,,
438,patient_098_node_2,,
439,patient_098_node_3,,
440,patient_098_node_4,,
441,patient_099_node_0,,
442,patient_099_node_1,,
443,patient_099_node_2,,
444,patient_099_node_3,,
445,tumor_050,,
446,tumor_008,,
447,tumor_040,,
448,tumor_006,,
449,tumor_001,,
450,tumor_002,,
451,tumor_037,,
452,tumor_090,,
453,tumor_033,,
454,tumor_095,,
455,tumor_009,,
456,tumor_089,,
457,tumor_079,,
458,tumor_027,,
459,tumor_003,,
460,tumor_022,,
461,tumor_068,,
462,tumor_039,,
463,tumor_010,,
464,tumor_077,,
465,tumor_047,,
466,tumor_031,,
467,tumor_085,,
468,tumor_088,,
469,tumor_029,,
470,tumor_030,,
471,tumor_062,,
472,tumor_043,,
473,tumor_102,,
474,tumor_093,,
475,tumor_104,,
476,tumor_057,,
477,tumor_100,,
478,tumor_013,,
479,tumor_015,,
480,tumor_086,,
481,tumor_070,,
482,tumor_084,,
483,tumor_046,,
484,tumor_058,,
485,tumor_034,,
486,tumor_054,,
487,tumor_073,,
488,tumor_075,,
489,tumor_017,,
490,tumor_101,,
491,tumor_026,,
492,tumor_111,,
493,tumor_041,,
494,tumor_094,,
495,tumor_110,,
496,tumor_028,,
497,tumor_109,,
498,tumor_007,,
499,tumor_071,,
500,tumor_092,,
501,tumor_049,,
502,test_001,,
503,test_002,,
504,test_004,,
505,test_008,,
506,tumor_042,,
507,test_011,,
508,test_013,,
509,test_016,,
510,tumor_063,,
511,test_021,,
512,test_026,,
513,test_027,,
514,test_029,,
515,test_030,,
516,test_033,,
517,test_038,,
518,test_040,,
519,test_046,,
520,test_048,,
521,test_051,,
522,test_052,,
523,test_061,,
524,tumor_019,,
525,test_064,,
526,test_068,,
527,test_069,,
528,test_071,,
529,test_073,,
530,test_074,,
531,test_079,,
532,test_082,,
533,test_090,,
534,test_092,,
535,test_097,,
536,test_099,,
537,test_102,,
538,test_105,,
539,test_108,,
540,test_113,,
541,test_114,,
542,test_116,,
543,test_121,,
544,tumor_035,,
545,test_122,,
546,tumor_091,,
547,patient_005_node_3,,
548,patient_005_node_4,,
549,patient_006_node_2,,
550,tumor_048,,
551,patient_007_node_4,,
552,patient_008_node_0,,
553,patient_009_node_0,,
554,patient_009_node_1,,
555,patient_010_node_0,,
556,patient_010_node_4,,
557,patient_011_node_0,,
558,tumor_032,,
559,patient_012_node_0,,
560,tumor_081,,
561,patient_013_node_3,,
562,patient_014_node_2,,
563,patient_014_node_4,,
564,tumor_097,,
565,patient_015_node_1,,
566,patient_015_node_4,,
567,patient_016_node_0,,
568,patient_016_node_1,,
569,patient_017_node_2,,
570,patient_017_node_3,,
571,patient_017_node_4,,
572,patient_018_node_1,,
573,tumor_074,,
574,patient_018_node_4,,
575,patient_019_node_0,,
576,patient_019_node_2,,
577,patient_019_node_3,,
578,patient_020_node_1,,
579,patient_020_node_2,,
580,patient_020_node_4,,
581,patient_021_node_0,,
582,patient_021_node_1,,
583,patient_021_node_3,,
584,patient_021_node_4,,
585,patient_022_node_0,,
586,patient_022_node_1,,
587,patient_022_node_4,,
588,patient_024_node_1,,
589,patient_024_node_2,,
590,patient_024_node_4,,
591,tumor_103,,
592,patient_026_node_0,,
593,patient_026_node_2,,
594,patient_026_node_3,,
595,patient_026_node_4,,
596,tumor_021,,
597,patient_027_node_0,,
598,patient_027_node_2,,
599,patient_027_node_4,,
600,patient_028_node_0,,
601,patient_028_node_1,,
602,patient_028_node_2,,
603,patient_028_node_3,,
604,patient_029_node_0,,
605,patient_029_node_1,,
606,patient_029_node_2,,
607,patient_029_node_3,,
608,patient_030_node_4,,
609,tumor_072,,
610,patient_032_node_1,,
611,patient_033_node_1,,
612,patient_033_node_2,,
613,tumor_060,,
614,patient_033_node_3,,
615,patient_034_node_3,,
616,patient_037_node_1,,
617,patient_038_node_0,,
618,patient_038_node_2,,
619,tumor_066,,
620,patient_038_node_4,,
621,patient_039_node_0,,
622,patient_039_node_1,,
623,patient_040_node_2,,
624,patient_041_node_0,,
625,tumor_005,,
626,patient_044_node_3,,
627,patient_044_node_4,,
628,patient_045_node_0,,
629,patient_045_node_3,,
630,patient_045_node_4,,
631,patient_046_node_3,,
632,tumor_023,,
633,patient_047_node_2,,
634,patient_048_node_0,,
635,patient_048_node_1,,
636,patient_049_node_1,,
637,patient_049_node_2,,
638,tumor_055,,
639,patient_050_node_4,,
640,patient_051_node_0,,
641,patient_051_node_1,,
642,patient_051_node_2,,
643,patient_051_node_4,,
644,patient_052_node_0,,
645,patient_052_node_1,,
646,patient_052_node_3,,
647,tumor_083,,
648,patient_060_node_0,,
649,patient_060_node_3,,
650,patient_062_node_0,,
651,patient_062_node_1,,
652,patient_062_node_2,,
653,patient_062_node_3,,
654,patient_063_node_0,,
655,patient_063_node_2,,
656,patient_063_node_3,,
657,patient_063_node_4,,
658,patient_065_node_0,,
659,patient_065_node_4,,
660,patient_066_node_2,,
661,patient_066_node_3,,
662,tumor_105,,
663,tumor_076,,
664,patient_067_node_3,,
665,patient_067_node_4,,
666,patient_068_node_4,,
667,patient_069_node_0,,
668,patient_069_node_1,,
669,patient_069_node_2,,
670,patient_070_node_3,,
671,patient_072_node_0,,
672,patient_072_node_1,,
673,patient_072_node_4,,
674,patient_073_node_1,,
675,patient_073_node_3,,
676,patient_075_node_4,,
677,patient_076_node_2,,
678,patient_076_node_3,,
679,tumor_069,,
680,patient_077_node_4,,
681,tumor_020,,
682,patient_080_node_0,,
683,patient_080_node_1,,
684,patient_080_node_2,,
685,patient_080_node_4,,
686,patient_081_node_1,,
687,patient_081_node_2,,
688,patient_081_node_4,,
689,tumor_036,,
690,tumor_108,,
691,patient_084_node_2,,
692,tumor_078,,
693,patient_086_node_0,,
694,patient_086_node_4,,
695,tumor_106,,
696,patient_087_node_0,,
697,patient_087_node_1,,
698,patient_088_node_1,,
699,tumor_107,,
700,patient_091_node_2,,
701,patient_091_node_3,,
702,patient_091_node_4,,
703,patient_092_node_0,,
704,patient_092_node_1,,
705,patient_092_node_4,,
706,tumor_016,,
707,patient_094_node_0,,
708,patient_094_node_1,,
709,patient_094_node_4,,
710,patient_095_node_0,,
711,patient_096_node_0,,
712,patient_096_node_2,,
713,patient_096_node_3,,
714,patient_096_node_4,,
715,patient_097_node_1,,
716,patient_097_node_3,,
717,patient_097_node_4,,
718,patient_099_node_4,,
