,train,val,test
73,normal_113,patient_006_node_4,patient_014_node_3
74,normal_057,patient_084_node_2,test_084
75,normal_115,test_082,tumor_108
76,normal_027,tumor_093,test_099
77,normal_028,patient_051_node_0,test_065
78,normal_063,patient_066_node_3,tumor_076
79,normal_103,patient_019_node_2,tumor_034
80,normal_067,tumor_101,patient_022_node_1
81,normal_092,patient_076_node_1,tumor_015
82,normal_148,patient_029_node_0,patient_015_node_2
83,normal_160,patient_081_node_4,patient_018_node_4
84,normal_015,patient_086_node_4,test_108
85,normal_111,tumor_011,patient_012_node_0
86,normal_023,tumor_049,patient_020_node_4
87,normal_043,tumor_059,patient_088_node_4
88,normal_099,tumor_017,patient_072_node_4
89,normal_055,patient_076_node_2,patient_080_node_0
90,normal_058,,
91,normal_053,,
92,test_003,,
93,test_006,,
94,test_007,,
95,test_009,,
96,test_012,,
97,test_015,,
98,test_018,,
99,test_019,,
100,test_020,,
101,test_022,,
102,test_023,,
103,test_024,,
104,normal_047,,
105,normal_059,,
106,test_031,,
107,test_032,,
108,test_034,,
109,test_035,,
110,test_036,,
111,test_039,,
112,test_041,,
113,test_043,,
114,test_044,,
115,test_045,,
116,test_050,,
117,test_053,,
118,test_054,,
119,test_055,,
120,test_056,,
121,test_057,,
122,test_058,,
123,test_059,,
124,test_063,,
125,test_067,,
126,test_070,,
127,normal_146,,
128,test_072,,
129,test_076,,
130,test_077,,
131,test_078,,
132,test_080,,
133,test_081,,
134,normal_087,,
135,test_086,,
136,test_088,,
137,test_089,,
138,normal_098,,
139,test_096,,
140,test_098,,
141,test_100,,
142,test_101,,
143,normal_120,,
144,test_103,,
145,test_106,,
146,test_107,,
147,test_109,,
148,test_111,,
149,normal_083,,
150,test_115,,
151,test_118,,
152,test_119,,
153,test_120,,
154,test_123,,
155,test_124,,
156,test_127,,
157,test_128,,
158,test_130,,
159,patient_000_node_0,,
160,normal_054,,
161,normal_117,,
162,patient_000_node_1,,
163,patient_000_node_3,,
164,patient_000_node_4,,
165,patient_001_node_0,,
166,patient_001_node_1,,
167,patient_001_node_2,,
168,patient_001_node_3,,
169,patient_001_node_4,,
170,normal_153,,
171,patient_002_node_0,,
172,patient_002_node_1,,
173,patient_002_node_2,,
174,patient_003_node_0,,
175,patient_003_node_1,,
176,patient_003_node_2,,
177,patient_003_node_3,,
178,patient_003_node_4,,
179,patient_004_node_0,,
180,patient_004_node_1,,
181,patient_004_node_2,,
182,patient_004_node_3,,
183,patient_005_node_0,,
184,normal_069,,
185,patient_005_node_1,,
186,patient_006_node_0,,
187,patient_006_node_1,,
188,patient_006_node_3,,
189,patient_007_node_0,,
190,patient_007_node_1,,
191,patient_007_node_2,,
192,patient_007_node_3,,
193,patient_008_node_1,,
194,patient_008_node_2,,
195,normal_074,,
196,patient_008_node_3,,
197,patient_008_node_4,,
198,patient_009_node_2,,
199,patient_009_node_3,,
200,patient_009_node_4,,
201,normal_041,,
202,patient_010_node_1,,
203,patient_010_node_2,,
204,patient_010_node_3,,
205,patient_011_node_2,,
206,patient_011_node_3,,
207,patient_012_node_1,,
208,patient_012_node_2,,
209,patient_012_node_3,,
210,patient_012_node_4,,
211,patient_013_node_0,,
212,patient_013_node_1,,
213,patient_014_node_0,,
214,patient_014_node_1,,
215,patient_015_node_0,,
216,patient_015_node_3,,
217,patient_016_node_2,,
218,patient_016_node_3,,
219,patient_016_node_4,,
220,normal_123,,
221,normal_109,,
222,patient_017_node_0,,
223,patient_018_node_0,,
224,patient_019_node_4,,
225,patient_020_node_0,,
226,patient_020_node_3,,
227,patient_021_node_2,,
228,normal_108,,
229,patient_022_node_2,,
230,patient_022_node_3,,
231,patient_023_node_0,,
232,patient_023_node_1,,
233,normal_157,,
234,patient_023_node_3,,
235,patient_024_node_0,,
236,patient_024_node_3,,
237,patient_025_node_0,,
238,patient_025_node_1,,
239,patient_025_node_3,,
240,patient_027_node_1,,
241,patient_027_node_3,,
242,normal_129,,
243,patient_028_node_4,,
244,patient_029_node_4,,
245,patient_030_node_0,,
246,normal_010,,
247,patient_030_node_1,,
248,patient_030_node_2,,
249,patient_030_node_3,,
250,patient_031_node_0,,
251,patient_031_node_1,,
252,patient_031_node_2,,
253,patient_031_node_3,,
254,patient_031_node_4,,
255,patient_032_node_0,,
256,patient_032_node_2,,
257,patient_032_node_3,,
258,patient_032_node_4,,
259,patient_033_node_0,,
260,patient_034_node_0,,
261,patient_034_node_2,,
262,patient_034_node_4,,
263,normal_003,,
264,patient_035_node_4,,
265,patient_036_node_0,,
266,patient_036_node_1,,
267,patient_037_node_0,,
268,patient_037_node_2,,
269,patient_037_node_3,,
270,patient_037_node_4,,
271,patient_038_node_3,,
272,patient_039_node_3,,
273,patient_039_node_4,,
274,patient_040_node_0,,
275,normal_147,,
276,patient_040_node_3,,
277,patient_040_node_4,,
278,patient_041_node_2,,
279,patient_041_node_3,,
280,patient_041_node_4,,
281,patient_042_node_0,,
282,patient_042_node_2,,
283,patient_043_node_0,,
284,patient_043_node_3,,
285,patient_043_node_4,,
286,patient_044_node_1,,
287,patient_044_node_2,,
288,patient_045_node_2,,
289,patient_046_node_0,,
290,patient_046_node_1,,
291,patient_046_node_2,,
292,patient_047_node_0,,
293,patient_047_node_1,,
294,patient_047_node_3,,
295,patient_047_node_4,,
296,patient_048_node_2,,
297,normal_024,,
298,patient_048_node_3,,
299,patient_049_node_0,,
300,patient_049_node_4,,
301,patient_050_node_0,,
302,normal_154,,
303,patient_050_node_1,,
304,patient_050_node_2,,
305,patient_050_node_3,,
306,normal_007,,
307,patient_052_node_4,,
308,patient_053_node_0,,
309,patient_053_node_2,,
310,patient_053_node_3,,
311,patient_053_node_4,,
312,patient_054_node_0,,
313,patient_054_node_1,,
314,patient_054_node_4,,
315,patient_055_node_1,,
316,patient_055_node_2,,
317,patient_055_node_4,,
318,patient_056_node_0,,
319,patient_056_node_1,,
320,patient_056_node_2,,
321,patient_056_node_3,,
322,patient_056_node_4,,
323,normal_114,,
324,patient_057_node_0,,
325,patient_057_node_1,,
326,patient_057_node_2,,
327,patient_057_node_3,,
328,patient_058_node_0,,
329,patient_058_node_2,,
330,patient_058_node_3,,
331,patient_058_node_4,,
332,patient_059_node_0,,
333,patient_059_node_1,,
334,patient_059_node_2,,
335,patient_059_node_3,,
336,patient_059_node_4,,
337,normal_090,,
338,patient_060_node_1,,
339,patient_060_node_2,,
340,patient_061_node_0,,
341,patient_061_node_1,,
342,patient_061_node_3,,
343,normal_050,,
344,patient_062_node_4,,
345,patient_063_node_1,,
346,normal_017,,
347,patient_064_node_1,,
348,patient_064_node_2,,
349,patient_064_node_4,,
350,normal_156,,
351,patient_065_node_1,,
352,patient_065_node_2,,
353,patient_065_node_3,,
354,patient_066_node_0,,
355,patient_066_node_4,,
356,patient_067_node_1,,
357,patient_067_node_2,,
358,patient_068_node_0,,
359,patient_068_node_2,,
360,normal_081,,
361,patient_068_node_3,,
362,patient_069_node_4,,
363,patient_070_node_0,,
364,normal_133,,
365,patient_070_node_4,,
366,patient_071_node_1,,
367,patient_071_node_2,,
368,patient_071_node_4,,
369,patient_072_node_3,,
370,patient_073_node_0,,
371,patient_073_node_2,,
372,normal_016,,
373,patient_073_node_4,,
374,patient_074_node_0,,
375,patient_074_node_1,,
376,patient_074_node_3,,
377,normal_149,,
378,patient_075_node_1,,
379,patient_075_node_2,,
380,patient_075_node_3,,
381,patient_076_node_0,,
382,patient_077_node_0,,
383,patient_077_node_1,,
384,patient_078_node_0,,
385,patient_078_node_1,,
386,patient_078_node_2,,
387,patient_078_node_3,,
388,patient_078_node_4,,
389,patient_079_node_1,,
390,patient_079_node_2,,
391,patient_079_node_3,,
392,patient_079_node_4,,
393,patient_081_node_3,,
394,patient_082_node_0,,
395,patient_082_node_1,,
396,patient_082_node_2,,
397,patient_082_node_3,,
398,patient_082_node_4,,
399,patient_083_node_0,,
400,patient_083_node_1,,
401,patient_083_node_2,,
402,normal_078,,
403,patient_083_node_3,,
404,patient_083_node_4,,
405,patient_084_node_0,,
406,patient_084_node_4,,
407,patient_085_node_0,,
408,patient_085_node_1,,
409,patient_085_node_2,,
410,patient_085_node_3,,
411,patient_086_node_2,,
412,patient_086_node_3,,
413,patient_087_node_2,,
414,patient_087_node_3,,
415,patient_087_node_4,,
416,patient_088_node_0,,
417,patient_088_node_2,,
418,patient_089_node_0,,
419,patient_089_node_1,,
420,patient_089_node_2,,
421,patient_089_node_4,,
422,normal_035,,
423,patient_090_node_1,,
424,patient_090_node_2,,
425,patient_090_node_4,,
426,patient_091_node_0,,
427,patient_091_node_1,,
428,normal_140,,
429,patient_093_node_0,,
430,patient_093_node_1,,
431,patient_093_node_2,,
432,patient_094_node_3,,
433,normal_131,,
434,patient_095_node_1,,
435,patient_095_node_4,,
436,patient_096_node_1,,
437,patient_097_node_2,,
438,patient_098_node_0,,
439,patient_098_node_1,,
440,normal_039,,
441,patient_099_node_0,,
442,patient_099_node_1,,
443,patient_099_node_2,,
444,patient_099_node_3,,
445,tumor_050,,
446,tumor_065,,
447,tumor_008,,
448,tumor_040,,
449,tumor_006,,
450,tumor_001,,
451,tumor_002,,
452,tumor_082,,
453,tumor_037,,
454,tumor_090,,
455,tumor_033,,
456,tumor_095,,
457,tumor_009,,
458,tumor_044,,
459,tumor_089,,
460,tumor_056,,
461,tumor_079,,
462,tumor_045,,
463,tumor_027,,
464,tumor_003,,
465,tumor_022,,
466,tumor_068,,
467,tumor_010,,
468,tumor_077,,
469,tumor_047,,
470,tumor_031,,
471,tumor_085,,
472,tumor_088,,
473,tumor_029,,
474,tumor_030,,
475,tumor_062,,
476,tumor_043,,
477,tumor_098,,
478,tumor_064,,
479,tumor_102,,
480,tumor_104,,
481,tumor_057,,
482,tumor_012,,
483,tumor_013,,
484,tumor_025,,
485,tumor_086,,
486,tumor_070,,
487,tumor_084,,
488,tumor_046,,
489,tumor_058,,
490,tumor_080,,
491,tumor_067,,
492,tumor_087,,
493,tumor_061,,
494,tumor_054,,
495,tumor_024,,
496,tumor_073,,
497,tumor_075,,
498,tumor_099,,
499,tumor_018,,
500,tumor_026,,
501,tumor_111,,
502,tumor_041,,
503,tumor_094,,
504,tumor_110,,
505,tumor_014,,
506,tumor_028,,
507,tumor_109,,
508,tumor_007,,
509,tumor_092,,
510,test_001,,
511,test_002,,
512,test_004,,
513,test_008,,
514,tumor_042,,
515,test_016,,
516,tumor_063,,
517,test_021,,
518,test_026,,
519,test_027,,
520,test_029,,
521,test_033,,
522,test_038,,
523,test_040,,
524,test_046,,
525,test_048,,
526,test_051,,
527,test_052,,
528,test_061,,
529,tumor_019,,
530,test_064,,
531,test_068,,
532,test_069,,
533,test_071,,
534,test_073,,
535,test_074,,
536,test_079,,
537,test_090,,
538,test_092,,
539,test_094,,
540,test_097,,
541,test_102,,
542,test_104,,
543,test_105,,
544,test_110,,
545,test_113,,
546,test_116,,
547,test_117,,
548,test_121,,
549,tumor_035,,
550,test_122,,
551,tumor_091,,
552,patient_004_node_4,,
553,patient_005_node_3,,
554,patient_005_node_4,,
555,patient_006_node_2,,
556,tumor_048,,
557,patient_007_node_4,,
558,patient_008_node_0,,
559,patient_009_node_1,,
560,patient_010_node_0,,
561,patient_010_node_4,,
562,patient_011_node_0,,
563,tumor_032,,
564,patient_013_node_2,,
565,tumor_081,,
566,patient_013_node_3,,
567,patient_013_node_4,,
568,patient_014_node_2,,
569,tumor_097,,
570,patient_015_node_1,,
571,patient_015_node_4,,
572,patient_016_node_1,,
573,patient_017_node_1,,
574,patient_017_node_2,,
575,patient_017_node_3,,
576,patient_017_node_4,,
577,patient_018_node_1,,
578,patient_018_node_2,,
579,tumor_074,,
580,patient_019_node_0,,
581,patient_019_node_1,,
582,patient_019_node_3,,
583,tumor_038,,
584,patient_020_node_1,,
585,patient_021_node_0,,
586,patient_021_node_1,,
587,patient_021_node_3,,
588,patient_021_node_4,,
589,patient_022_node_4,,
590,patient_024_node_1,,
591,patient_024_node_2,,
592,patient_024_node_4,,
593,tumor_103,,
594,patient_026_node_1,,
595,patient_026_node_2,,
596,patient_026_node_3,,
597,tumor_021,,
598,patient_027_node_0,,
599,patient_027_node_4,,
600,patient_028_node_0,,
601,patient_028_node_1,,
602,patient_028_node_2,,
603,patient_028_node_3,,
604,patient_029_node_1,,
605,patient_029_node_2,,
606,patient_029_node_3,,
607,patient_030_node_4,,
608,tumor_072,,
609,patient_032_node_1,,
610,patient_033_node_1,,
611,patient_033_node_2,,
612,tumor_052,,
613,tumor_060,,
614,patient_033_node_3,,
615,patient_034_node_3,,
616,patient_036_node_3,,
617,tumor_096,,
618,patient_037_node_1,,
619,patient_038_node_4,,
620,patient_039_node_0,,
621,patient_039_node_1,,
622,patient_040_node_2,,
623,patient_041_node_0,,
624,tumor_005,,
625,patient_042_node_3,,
626,patient_044_node_3,,
627,patient_044_node_4,,
628,patient_045_node_0,,
629,tumor_004,,
630,patient_045_node_1,,
631,patient_045_node_3,,
632,patient_045_node_4,,
633,tumor_023,,
634,patient_047_node_2,,
635,patient_048_node_0,,
636,patient_048_node_1,,
637,patient_049_node_1,,
638,patient_049_node_2,,
639,tumor_055,,
640,patient_050_node_4,,
641,patient_051_node_1,,
642,patient_051_node_2,,
643,patient_052_node_0,,
644,patient_052_node_3,,
645,tumor_083,,
646,tumor_053,,
647,patient_060_node_0,,
648,patient_061_node_4,,
649,patient_062_node_0,,
650,patient_062_node_2,,
651,patient_062_node_3,,
652,patient_063_node_0,,
653,patient_063_node_3,,
654,patient_063_node_4,,
655,patient_064_node_3,,
656,patient_065_node_0,,
657,patient_065_node_4,,
658,patient_066_node_2,,
659,tumor_105,,
660,patient_067_node_3,,
661,patient_067_node_4,,
662,patient_068_node_1,,
663,patient_068_node_4,,
664,patient_069_node_0,,
665,patient_069_node_1,,
666,patient_069_node_2,,
667,patient_069_node_3,,
668,tumor_051,,
669,patient_072_node_0,,
670,patient_072_node_1,,
671,patient_072_node_2,,
672,patient_073_node_1,,
673,patient_073_node_3,,
674,patient_074_node_4,,
675,patient_075_node_4,,
676,patient_076_node_3,,
677,patient_076_node_4,,
678,tumor_069,,
679,patient_077_node_2,,
680,patient_077_node_4,,
681,tumor_020,,
682,patient_080_node_1,,
683,patient_080_node_2,,
684,patient_080_node_3,,
685,patient_080_node_4,,
686,patient_081_node_1,,
687,patient_081_node_2,,
688,tumor_036,,
689,patient_084_node_3,,
690,tumor_078,,
691,patient_086_node_0,,
692,tumor_106,,
693,patient_087_node_0,,
694,patient_087_node_1,,
695,patient_088_node_1,,
696,tumor_107,,
697,patient_089_node_3,,
698,patient_091_node_2,,
699,patient_091_node_3,,
700,patient_091_node_4,,
701,patient_092_node_0,,
702,patient_092_node_3,,
703,patient_092_node_4,,
704,tumor_016,,
705,patient_093_node_4,,
706,patient_094_node_0,,
707,patient_094_node_1,,
708,patient_094_node_4,,
709,patient_095_node_0,,
710,patient_096_node_0,,
711,patient_096_node_2,,
712,patient_096_node_3,,
713,patient_096_node_4,,
714,patient_097_node_0,,
715,patient_097_node_1,,
716,patient_097_node_3,,
717,patient_097_node_4,,
718,patient_099_node_4,,
