,train,val,test
60,normal_079,patient_077_node_4,patient_095_node_0
61,normal_005,tumor_076,tumor_042
62,normal_130,patient_088_node_1,patient_038_node_4
63,normal_095,patient_096_node_3,tumor_040
64,normal_040,tumor_047,patient_062_node_2
65,normal_155,tumor_086,tumor_009
66,normal_061,test_084,tumor_063
67,normal_112,tumor_100,patient_076_node_2
68,normal_033,patient_045_node_4,patient_016_node_1
69,normal_127,tumor_097,test_094
70,normal_049,patient_022_node_0,patient_084_node_2
71,normal_025,patient_020_node_4,tumor_051
72,normal_051,test_027,patient_026_node_4
73,normal_072,patient_022_node_4,tumor_030
74,normal_113,tumor_062,test_069
75,normal_124,patient_014_node_4,tumor_082
76,normal_115,tumor_052,patient_004_node_4
77,normal_027,patient_018_node_4,tumor_028
78,normal_028,patient_036_node_3,patient_086_node_4
79,normal_063,tumor_014,tumor_068
80,normal_046,test_079,tumor_004
81,normal_091,tumor_056,patient_029_node_1
82,normal_103,patient_017_node_3,tumor_099
83,normal_150,tumor_039,patient_069_node_1
84,normal_148,patient_045_node_0,patient_010_node_0
85,normal_160,patient_064_node_0,patient_028_node_0
86,normal_015,test_048,patient_015_node_2
87,normal_111,test_002,test_010
88,normal_023,patient_018_node_2,patient_029_node_3
89,normal_043,patient_051_node_0,patient_070_node_3
90,normal_099,,
91,normal_055,,
92,normal_058,,
93,normal_053,,
94,test_003,,
95,test_005,,
96,test_012,,
97,test_014,,
98,test_015,,
99,test_017,,
100,test_019,,
101,test_020,,
102,test_023,,
103,test_028,,
104,normal_047,,
105,normal_059,,
106,test_031,,
107,test_032,,
108,test_034,,
109,test_035,,
110,test_036,,
111,test_037,,
112,test_039,,
113,normal_093,,
114,test_041,,
115,test_042,,
116,test_043,,
117,test_045,,
118,test_050,,
119,normal_038,,
120,test_054,,
121,test_055,,
122,test_056,,
123,test_058,,
124,test_059,,
125,test_060,,
126,test_062,,
127,test_067,,
128,test_070,,
129,normal_146,,
130,test_076,,
131,test_078,,
132,test_080,,
133,test_081,,
134,normal_087,,
135,test_083,,
136,test_085,,
137,test_086,,
138,test_087,,
139,test_088,,
140,test_089,,
141,normal_098,,
142,test_093,,
143,test_095,,
144,test_096,,
145,test_098,,
146,test_100,,
147,test_101,,
148,normal_120,,
149,test_103,,
150,test_106,,
151,test_107,,
152,test_111,,
153,normal_083,,
154,test_115,,
155,test_118,,
156,test_119,,
157,test_120,,
158,test_123,,
159,test_125,,
160,test_127,,
161,test_128,,
162,test_129,,
163,test_130,,
164,patient_000_node_0,,
165,normal_054,,
166,normal_117,,
167,patient_000_node_1,,
168,patient_000_node_3,,
169,patient_001_node_2,,
170,patient_001_node_3,,
171,patient_001_node_4,,
172,patient_002_node_0,,
173,patient_002_node_1,,
174,patient_002_node_2,,
175,patient_002_node_3,,
176,patient_003_node_0,,
177,patient_003_node_1,,
178,patient_003_node_2,,
179,patient_003_node_3,,
180,patient_003_node_4,,
181,patient_004_node_0,,
182,patient_004_node_1,,
183,patient_004_node_2,,
184,patient_004_node_3,,
185,patient_005_node_0,,
186,normal_069,,
187,patient_005_node_2,,
188,patient_006_node_0,,
189,patient_006_node_1,,
190,patient_006_node_3,,
191,patient_007_node_0,,
192,patient_007_node_1,,
193,patient_007_node_2,,
194,patient_007_node_3,,
195,patient_008_node_1,,
196,patient_008_node_2,,
197,normal_074,,
198,patient_008_node_3,,
199,patient_008_node_4,,
200,patient_009_node_2,,
201,patient_009_node_3,,
202,patient_009_node_4,,
203,patient_010_node_1,,
204,patient_010_node_3,,
205,patient_011_node_1,,
206,patient_011_node_2,,
207,patient_011_node_4,,
208,patient_012_node_2,,
209,patient_012_node_3,,
210,patient_012_node_4,,
211,patient_014_node_1,,
212,patient_015_node_0,,
213,patient_016_node_3,,
214,patient_016_node_4,,
215,normal_123,,
216,normal_109,,
217,patient_019_node_4,,
218,patient_020_node_0,,
219,patient_020_node_3,,
220,patient_021_node_2,,
221,normal_108,,
222,patient_022_node_2,,
223,patient_023_node_0,,
224,normal_157,,
225,patient_023_node_4,,
226,patient_024_node_0,,
227,patient_024_node_3,,
228,patient_025_node_0,,
229,patient_025_node_3,,
230,patient_025_node_4,,
231,patient_027_node_1,,
232,patient_027_node_3,,
233,patient_028_node_4,,
234,patient_030_node_0,,
235,normal_010,,
236,patient_030_node_1,,
237,patient_030_node_3,,
238,patient_031_node_1,,
239,patient_031_node_2,,
240,patient_031_node_3,,
241,patient_031_node_4,,
242,patient_033_node_4,,
243,patient_034_node_0,,
244,patient_034_node_1,,
245,patient_034_node_2,,
246,patient_034_node_4,,
247,patient_035_node_0,,
248,normal_003,,
249,patient_035_node_1,,
250,patient_035_node_2,,
251,patient_035_node_3,,
252,patient_036_node_0,,
253,patient_036_node_2,,
254,patient_036_node_4,,
255,patient_037_node_0,,
256,patient_037_node_2,,
257,patient_037_node_3,,
258,patient_038_node_1,,
259,patient_038_node_3,,
260,patient_039_node_2,,
261,patient_039_node_3,,
262,patient_040_node_0,,
263,normal_147,,
264,patient_040_node_1,,
265,patient_041_node_1,,
266,patient_041_node_3,,
267,patient_041_node_4,,
268,patient_042_node_0,,
269,patient_042_node_2,,
270,patient_042_node_4,,
271,patient_043_node_0,,
272,patient_043_node_1,,
273,patient_043_node_2,,
274,normal_132,,
275,patient_043_node_3,,
276,patient_044_node_0,,
277,patient_044_node_1,,
278,patient_045_node_2,,
279,patient_046_node_0,,
280,patient_046_node_2,,
281,patient_047_node_0,,
282,patient_047_node_1,,
283,patient_047_node_3,,
284,patient_048_node_2,,
285,patient_048_node_3,,
286,patient_048_node_4,,
287,patient_049_node_3,,
288,normal_154,,
289,patient_050_node_1,,
290,patient_050_node_2,,
291,patient_050_node_3,,
292,patient_051_node_3,,
293,normal_007,,
294,patient_052_node_4,,
295,patient_053_node_0,,
296,patient_053_node_1,,
297,patient_053_node_2,,
298,normal_008,,
299,patient_053_node_3,,
300,patient_053_node_4,,
301,patient_054_node_0,,
302,patient_054_node_1,,
303,patient_054_node_2,,
304,patient_054_node_3,,
305,patient_054_node_4,,
306,patient_055_node_0,,
307,patient_055_node_1,,
308,patient_055_node_2,,
309,patient_056_node_0,,
310,patient_056_node_1,,
311,patient_056_node_2,,
312,patient_056_node_3,,
313,patient_056_node_4,,
314,normal_114,,
315,patient_057_node_0,,
316,patient_057_node_1,,
317,patient_057_node_2,,
318,patient_057_node_4,,
319,patient_058_node_0,,
320,patient_058_node_1,,
321,patient_058_node_2,,
322,patient_058_node_4,,
323,patient_059_node_0,,
324,patient_059_node_1,,
325,patient_059_node_2,,
326,patient_059_node_4,,
327,normal_090,,
328,patient_060_node_1,,
329,patient_060_node_4,,
330,patient_061_node_0,,
331,patient_061_node_1,,
332,patient_061_node_2,,
333,patient_061_node_3,,
334,normal_050,,
335,patient_062_node_4,,
336,patient_063_node_1,,
337,normal_017,,
338,patient_064_node_1,,
339,patient_064_node_2,,
340,patient_064_node_4,,
341,normal_156,,
342,patient_065_node_2,,
343,patient_065_node_3,,
344,patient_066_node_0,,
345,patient_066_node_1,,
346,patient_066_node_4,,
347,patient_067_node_0,,
348,patient_067_node_1,,
349,patient_067_node_2,,
350,patient_068_node_0,,
351,patient_068_node_2,,
352,normal_081,,
353,patient_068_node_3,,
354,patient_069_node_4,,
355,patient_070_node_0,,
356,normal_133,,
357,patient_070_node_1,,
358,patient_070_node_2,,
359,patient_070_node_4,,
360,patient_071_node_0,,
361,patient_071_node_1,,
362,patient_071_node_2,,
363,patient_071_node_3,,
364,patient_071_node_4,,
365,patient_072_node_3,,
366,patient_073_node_0,,
367,patient_073_node_2,,
368,normal_016,,
369,patient_074_node_0,,
370,patient_074_node_1,,
371,patient_074_node_2,,
372,patient_075_node_0,,
373,patient_075_node_1,,
374,patient_075_node_2,,
375,patient_075_node_3,,
376,patient_076_node_0,,
377,patient_077_node_0,,
378,patient_077_node_1,,
379,patient_078_node_0,,
380,patient_078_node_1,,
381,patient_078_node_3,,
382,patient_078_node_4,,
383,patient_079_node_0,,
384,patient_079_node_1,,
385,patient_079_node_2,,
386,patient_079_node_3,,
387,patient_079_node_4,,
388,patient_081_node_0,,
389,patient_081_node_3,,
390,patient_082_node_0,,
391,patient_082_node_1,,
392,patient_082_node_2,,
393,patient_082_node_3,,
394,patient_082_node_4,,
395,patient_083_node_0,,
396,patient_083_node_2,,
397,patient_083_node_3,,
398,patient_083_node_4,,
399,patient_084_node_0,,
400,patient_084_node_1,,
401,patient_084_node_4,,
402,patient_085_node_1,,
403,patient_085_node_2,,
404,patient_085_node_3,,
405,patient_086_node_1,,
406,patient_086_node_2,,
407,patient_086_node_3,,
408,patient_087_node_2,,
409,patient_087_node_3,,
410,patient_087_node_4,,
411,patient_088_node_0,,
412,patient_088_node_2,,
413,patient_088_node_3,,
414,patient_089_node_2,,
415,patient_089_node_4,,
416,patient_090_node_0,,
417,normal_035,,
418,patient_090_node_1,,
419,patient_090_node_2,,
420,patient_090_node_3,,
421,patient_090_node_4,,
422,patient_091_node_0,,
423,patient_091_node_1,,
424,normal_140,,
425,patient_092_node_2,,
426,patient_093_node_0,,
427,patient_093_node_1,,
428,patient_093_node_2,,
429,patient_093_node_3,,
430,patient_094_node_3,,
431,normal_131,,
432,patient_095_node_3,,
433,patient_095_node_4,,
434,patient_096_node_1,,
435,normal_118,,
436,patient_097_node_2,,
437,patient_098_node_1,,
438,patient_098_node_2,,
439,patient_098_node_3,,
440,patient_098_node_4,,
441,patient_099_node_0,,
442,patient_099_node_1,,
443,patient_099_node_2,,
444,patient_099_node_3,,
445,tumor_065,,
446,tumor_008,,
447,tumor_006,,
448,tumor_001,,
449,tumor_002,,
450,tumor_037,,
451,tumor_090,,
452,tumor_033,,
453,tumor_095,,
454,tumor_044,,
455,tumor_089,,
456,tumor_011,,
457,tumor_079,,
458,tumor_045,,
459,tumor_027,,
460,tumor_003,,
461,tumor_022,,
462,tumor_010,,
463,tumor_077,,
464,tumor_031,,
465,tumor_085,,
466,tumor_088,,
467,tumor_029,,
468,tumor_043,,
469,tumor_098,,
470,tumor_064,,
471,tumor_102,,
472,tumor_093,,
473,tumor_104,,
474,tumor_057,,
475,tumor_012,,
476,tumor_013,,
477,tumor_015,,
478,tumor_025,,
479,tumor_070,,
480,tumor_084,,
481,tumor_046,,
482,tumor_058,,
483,tumor_080,,
484,tumor_067,,
485,tumor_034,,
486,tumor_087,,
487,tumor_061,,
488,tumor_054,,
489,tumor_024,,
490,tumor_073,,
491,tumor_075,,
492,tumor_017,,
493,tumor_101,,
494,tumor_018,,
495,tumor_026,,
496,tumor_111,,
497,tumor_041,,
498,tumor_094,,
499,tumor_110,,
500,tumor_059,,
501,tumor_109,,
502,tumor_007,,
503,tumor_071,,
504,tumor_092,,
505,tumor_049,,
506,test_001,,
507,test_004,,
508,test_008,,
509,test_011,,
510,test_013,,
511,test_016,,
512,test_021,,
513,test_026,,
514,test_029,,
515,test_030,,
516,test_033,,
517,test_038,,
518,test_040,,
519,test_046,,
520,test_051,,
521,test_052,,
522,test_061,,
523,tumor_019,,
524,test_064,,
525,test_066,,
526,test_068,,
527,test_071,,
528,test_073,,
529,test_074,,
530,test_075,,
531,test_082,,
532,test_090,,
533,test_092,,
534,test_097,,
535,test_099,,
536,test_102,,
537,test_104,,
538,test_105,,
539,test_108,,
540,test_110,,
541,test_113,,
542,test_114,,
543,test_116,,
544,test_117,,
545,test_121,,
546,tumor_035,,
547,test_122,,
548,tumor_091,,
549,patient_005_node_3,,
550,patient_005_node_4,,
551,patient_006_node_2,,
552,patient_006_node_4,,
553,tumor_048,,
554,patient_007_node_4,,
555,patient_008_node_0,,
556,patient_009_node_0,,
557,patient_009_node_1,,
558,patient_010_node_4,,
559,patient_011_node_0,,
560,patient_012_node_0,,
561,patient_013_node_2,,
562,tumor_081,,
563,patient_013_node_3,,
564,patient_013_node_4,,
565,patient_014_node_2,,
566,patient_014_node_3,,
567,patient_015_node_1,,
568,patient_015_node_4,,
569,patient_016_node_0,,
570,patient_017_node_1,,
571,patient_017_node_2,,
572,patient_017_node_4,,
573,patient_018_node_1,,
574,tumor_074,,
575,patient_018_node_3,,
576,patient_019_node_0,,
577,patient_019_node_1,,
578,patient_019_node_2,,
579,patient_019_node_3,,
580,tumor_038,,
581,patient_020_node_1,,
582,patient_020_node_2,,
583,patient_021_node_0,,
584,patient_021_node_1,,
585,patient_021_node_3,,
586,patient_021_node_4,,
587,patient_022_node_1,,
588,patient_024_node_1,,
589,patient_024_node_2,,
590,patient_024_node_4,,
591,tumor_103,,
592,patient_026_node_0,,
593,patient_026_node_1,,
594,patient_026_node_2,,
595,patient_026_node_3,,
596,tumor_021,,
597,patient_027_node_0,,
598,patient_027_node_2,,
599,patient_027_node_4,,
600,patient_028_node_1,,
601,patient_028_node_2,,
602,patient_028_node_3,,
603,patient_029_node_0,,
604,patient_029_node_2,,
605,patient_030_node_4,,
606,patient_032_node_1,,
607,patient_033_node_1,,
608,patient_033_node_2,,
609,tumor_060,,
610,patient_033_node_3,,
611,patient_034_node_3,,
612,tumor_096,,
613,patient_037_node_1,,
614,patient_038_node_0,,
615,patient_038_node_2,,
616,tumor_066,,
617,patient_039_node_0,,
618,patient_039_node_1,,
619,patient_040_node_2,,
620,patient_041_node_0,,
621,tumor_005,,
622,patient_042_node_3,,
623,patient_044_node_4,,
624,patient_045_node_1,,
625,patient_045_node_3,,
626,patient_046_node_3,,
627,patient_046_node_4,,
628,tumor_023,,
629,patient_047_node_2,,
630,patient_048_node_0,,
631,patient_048_node_1,,
632,patient_049_node_1,,
633,patient_049_node_2,,
634,tumor_055,,
635,patient_050_node_4,,
636,patient_051_node_1,,
637,patient_051_node_2,,
638,patient_051_node_4,,
639,patient_052_node_0,,
640,patient_052_node_1,,
641,patient_052_node_2,,
642,patient_052_node_3,,
643,tumor_083,,
644,tumor_053,,
645,patient_060_node_0,,
646,patient_060_node_3,,
647,patient_061_node_4,,
648,patient_062_node_0,,
649,patient_062_node_1,,
650,patient_062_node_3,,
651,patient_063_node_0,,
652,patient_063_node_2,,
653,patient_063_node_3,,
654,patient_063_node_4,,
655,patient_064_node_3,,
656,patient_065_node_0,,
657,patient_066_node_2,,
658,patient_066_node_3,,
659,tumor_105,,
660,patient_067_node_3,,
661,patient_067_node_4,,
662,patient_068_node_1,,
663,patient_068_node_4,,
664,patient_069_node_0,,
665,patient_069_node_2,,
666,patient_069_node_3,,
667,patient_072_node_0,,
668,patient_072_node_1,,
669,patient_072_node_2,,
670,patient_072_node_4,,
671,patient_073_node_1,,
672,patient_073_node_3,,
673,patient_074_node_4,,
674,patient_075_node_4,,
675,patient_076_node_1,,
676,patient_076_node_3,,
677,patient_076_node_4,,
678,tumor_069,,
679,patient_077_node_2,,
680,tumor_020,,
681,patient_080_node_0,,
682,patient_080_node_1,,
683,patient_080_node_2,,
684,patient_080_node_3,,
685,patient_080_node_4,,
686,patient_081_node_1,,
687,patient_081_node_2,,
688,patient_081_node_4,,
689,tumor_036,,
690,tumor_108,,
691,patient_084_node_3,,
692,patient_086_node_0,,
693,tumor_106,,
694,patient_087_node_0,,
695,patient_087_node_1,,
696,tumor_107,,
697,patient_088_node_4,,
698,patient_089_node_3,,
699,patient_091_node_2,,
700,patient_091_node_3,,
701,patient_091_node_4,,
702,patient_092_node_0,,
703,patient_092_node_1,,
704,patient_092_node_3,,
705,tumor_016,,
706,patient_093_node_4,,
707,patient_094_node_0,,
708,patient_094_node_1,,
709,patient_094_node_2,,
710,patient_094_node_4,,
711,patient_096_node_0,,
712,patient_096_node_2,,
713,patient_096_node_4,,
714,patient_097_node_0,,
715,patient_097_node_1,,
716,patient_097_node_3,,
717,patient_097_node_4,,
718,patient_099_node_4,,
