,train,val,test
347,patient_064_node_1,,
348,patient_064_node_2,,
349,patient_064_node_4,,
350,normal_156,,
351,patient_065_node_1,,
352,patient_065_node_2,,
353,patient_065_node_3,,
354,patient_066_node_1,,
355,patient_066_node_4,,
356,patient_067_node_0,,
357,patient_067_node_1,,
358,normal_081,,
359,patient_069_node_4,,
360,patient_070_node_0,,
361,patient_070_node_1,,
362,patient_070_node_2,,
363,patient_070_node_4,,
364,patient_071_node_0,,
365,patient_071_node_1,,
366,patient_071_node_2,,
367,patient_071_node_3,,
368,patient_072_node_3,,
369,patient_073_node_0,,
370,patient_073_node_2,,
371,normal_016,,
372,patient_073_node_4,,
373,patient_074_node_0,,
374,patient_074_node_1,,
375,patient_074_node_2,,
376,patient_075_node_1,,
377,patient_075_node_2,,
378,patient_075_node_3,,
379,patient_076_node_0,,
380,patient_077_node_1,,
381,patient_077_node_3,,
382,patient_078_node_0,,
383,patient_078_node_1,,
384,patient_078_node_2,,
385,patient_078_node_4,,
386,patient_079_node_0,,
387,patient_079_node_2,,
388,patient_079_node_4,,
389,normal_096,,
390,patient_082_node_0,,
391,patient_082_node_1,,
392,patient_082_node_3,,
393,patient_082_node_4,,
394,patient_083_node_0,,
395,patient_083_node_1,,
396,patient_083_node_2,,
397,normal_078,,
398,patient_083_node_3,,
399,patient_083_node_4,,
400,patient_084_node_0,,
401,patient_084_node_1,,
402,patient_084_node_4,,
403,patient_085_node_0,,
404,patient_086_node_1,,
405,patient_086_node_2,,
406,patient_086_node_3,,
407,patient_087_node_2,,
408,patient_087_node_3,,
409,patient_087_node_4,,
410,patient_088_node_0,,
411,patient_088_node_2,,
412,patient_088_node_3,,
413,patient_089_node_0,,
414,patient_089_node_1,,
415,patient_089_node_2,,
416,patient_089_node_4,,
417,patient_090_node_0,,
418,normal_035,,
419,patient_090_node_2,,
420,patient_090_node_3,,
421,patient_090_node_4,,
422,patient_091_node_0,,
423,normal_140,,
424,patient_092_node_2,,
425,patient_093_node_0,,
426,patient_093_node_1,,
427,patient_093_node_2,,
428,patient_093_node_3,,
429,patient_094_node_3,,
430,normal_131,,
431,patient_095_node_1,,
432,patient_095_node_2,,
433,patient_095_node_4,,
434,normal_118,,
435,patient_097_node_2,,
436,patient_098_node_1,,
437,patient_098_node_2,,
438,normal_039,,
439,patient_098_node_3,,
440,patient_098_node_4,,
441,patient_099_node_0,,
442,patient_099_node_1,,
443,patient_099_node_2,,
444,patient_099_node_3,,
445,tumor_050,,
446,tumor_065,,
447,tumor_040,,
448,tumor_006,,
449,tumor_001,,
450,tumor_002,,
451,tumor_082,,
452,tumor_037,,
453,tumor_090,,
454,tumor_033,,
455,tumor_095,,
456,tumor_009,,
457,tumor_044,,
458,tumor_089,,
459,tumor_056,,
460,tumor_011,,
461,tumor_079,,
462,tumor_045,,
463,tumor_027,,
464,tumor_003,,
465,tumor_022,,
466,tumor_068,,
467,tumor_039,,
468,tumor_010,,
469,tumor_077,,
470,tumor_047,,
471,tumor_031,,
472,tumor_085,,
473,tumor_088,,
474,tumor_029,,
475,tumor_030,,
476,tumor_062,,
477,tumor_064,,
478,tumor_102,,
479,tumor_093,,
480,tumor_104,,
481,tumor_057,,
482,tumor_015,,
483,tumor_025,,
484,tumor_086,,
485,tumor_070,,
486,tumor_084,,
487,tumor_046,,
488,tumor_058,,
489,tumor_080,,
490,tumor_067,,
491,tumor_061,,
492,tumor_024,,
493,tumor_073,,
494,tumor_075,,
495,tumor_099,,
496,tumor_017,,
497,tumor_101,,
498,tumor_018,,
499,tumor_026,,
500,tumor_111,,
501,tumor_041,,
502,tumor_094,,
503,tumor_110,,
504,tumor_014,,
505,tumor_059,,
506,tumor_109,,
507,tumor_007,,
508,tumor_071,,
509,tumor_092,,
510,tumor_049,,
511,test_001,,
512,test_002,,
513,test_004,,
514,test_008,,
515,test_010,,
516,tumor_042,,
517,test_011,,
518,test_013,,
519,tumor_063,,
520,test_021,,
521,test_026,,
522,test_030,,
523,test_033,,
524,test_038,,
525,test_040,,
526,test_046,,
527,test_048,,
528,test_051,,
529,test_052,,
530,test_061,,
531,tumor_019,,
532,test_065,,
533,test_066,,
534,test_068,,
535,test_069,,
536,test_071,,
537,test_073,,
538,test_074,,
539,test_075,,
540,test_079,,
541,test_082,,
542,test_084,,
543,test_090,,
544,test_092,,
545,test_094,,
546,test_097,,
547,test_099,,
548,test_102,,
549,test_104,,
550,test_108,,
551,test_113,,
552,test_114,,
553,test_116,,
554,test_117,,
555,test_121,,
556,tumor_091,,
557,patient_004_node_4,,
558,patient_005_node_3,,
559,patient_005_node_4,,
560,patient_006_node_2,,
561,patient_007_node_4,,
562,patient_009_node_1,,
563,patient_010_node_0,,
564,patient_010_node_4,,
565,patient_011_node_0,,
566,tumor_032,,
567,patient_013_node_2,,
568,tumor_081,,
569,patient_014_node_4,,
570,tumor_097,,
571,patient_015_node_1,,
572,patient_015_node_2,,
573,patient_015_node_4,,
574,patient_016_node_1,,
575,patient_017_node_1,,
576,patient_017_node_3,,
577,patient_017_node_4,,
578,patient_018_node_1,,
579,patient_018_node_2,,
580,tumor_074,,
581,patient_018_node_3,,
582,patient_018_node_4,,
583,patient_019_node_0,,
584,patient_019_node_1,,
585,patient_019_node_2,,
586,patient_019_node_3,,
587,tumor_038,,
588,patient_020_node_2,,
589,patient_020_node_4,,
590,patient_021_node_0,,
591,patient_021_node_1,,
592,patient_021_node_3,,
593,patient_021_node_4,,
594,patient_022_node_0,,
595,patient_022_node_1,,
596,patient_022_node_4,,
597,patient_024_node_2,,
598,tumor_103,,
599,patient_026_node_0,,
600,patient_026_node_1,,
601,patient_026_node_2,,
602,patient_026_node_4,,
603,tumor_021,,
604,patient_027_node_0,,
605,patient_027_node_2,,
606,patient_027_node_4,,
607,patient_028_node_2,,
608,patient_028_node_3,,
609,patient_029_node_0,,
610,patient_029_node_1,,
611,patient_030_node_4,,
612,tumor_072,,
613,patient_032_node_1,,
614,patient_033_node_1,,
615,tumor_052,,
616,tumor_060,,
617,patient_033_node_3,,
618,patient_034_node_3,,
619,patient_036_node_3,,
620,tumor_096,,
621,patient_038_node_4,,
622,patient_039_node_1,,
623,patient_040_node_2,,
624,patient_041_node_0,,
625,tumor_005,,
626,patient_042_node_3,,
627,patient_044_node_3,,
628,patient_044_node_4,,
629,tumor_004,,
630,patient_045_node_1,,
631,patient_045_node_3,,
632,patient_045_node_4,,
633,patient_046_node_3,,
634,patient_046_node_4,,
635,tumor_023,,
636,patient_049_node_1,,
637,tumor_055,,
638,patient_050_node_4,,
639,patient_051_node_2,,
640,patient_051_node_4,,
641,patient_052_node_0,,
642,patient_052_node_1,,
643,patient_052_node_2,,
644,patient_052_node_3,,
645,tumor_083,,
646,tumor_053,,
647,patient_060_node_0,,
648,patient_060_node_3,,
649,patient_061_node_4,,
650,patient_062_node_0,,
651,patient_062_node_1,,
652,patient_062_node_2,,
653,patient_062_node_3,,
654,patient_063_node_0,,
655,patient_063_node_2,,
656,patient_063_node_3,,
657,patient_063_node_4,,
658,patient_064_node_0,,
659,patient_064_node_3,,
660,patient_065_node_0,,
661,patient_065_node_4,,
662,patient_066_node_3,,
663,tumor_105,,
664,tumor_076,,
665,patient_067_node_3,,
666,patient_068_node_1,,
667,patient_068_node_4,,
668,patient_069_node_0,,
669,patient_069_node_2,,
670,patient_069_node_3,,
671,patient_070_node_3,,
672,tumor_051,,
673,patient_072_node_0,,
674,patient_072_node_1,,
675,patient_072_node_2,,
676,patient_072_node_4,,
677,patient_073_node_1,,
678,patient_075_node_4,,
679,patient_076_node_1,,
680,patient_076_node_3,,
681,patient_076_node_4,,
682,patient_077_node_4,,
683,patient_080_node_1,,
684,patient_080_node_3,,
685,patient_081_node_1,,
686,patient_081_node_2,,
687,patient_081_node_4,,
688,tumor_036,,
689,tumor_108,,
690,patient_084_node_2,,
691,patient_084_node_3,,
692,patient_086_node_0,,
693,patient_086_node_4,,
694,tumor_106,,
695,patient_087_node_1,,
696,patient_088_node_1,,
697,tumor_107,,
698,patient_088_node_4,,
699,patient_091_node_2,,
700,patient_091_node_3,,
701,patient_091_node_4,,
702,patient_092_node_0,,
703,patient_092_node_3,,
704,patient_092_node_4,,
705,tumor_016,,
706,patient_093_node_4,,
707,patient_094_node_0,,
708,patient_094_node_1,,
709,patient_094_node_2,,
710,patient_094_node_4,,
711,patient_095_node_0,,
712,patient_096_node_2,,
713,patient_096_node_3,,
714,patient_096_node_4,,
715,patient_097_node_0,,
716,patient_097_node_1,,
717,patient_097_node_3,,
718,patient_097_node_4,,
