,train,val,test
383,patient_077_node_1,,
384,patient_077_node_3,,
385,patient_078_node_0,,
386,patient_078_node_1,,
387,patient_078_node_3,,
388,patient_079_node_0,,
389,patient_079_node_1,,
390,patient_079_node_2,,
391,patient_079_node_3,,
392,patient_079_node_4,,
393,normal_096,,
394,patient_081_node_0,,
395,patient_082_node_0,,
396,patient_082_node_1,,
397,patient_082_node_3,,
398,patient_082_node_4,,
399,patient_083_node_0,,
400,patient_083_node_1,,
401,patient_083_node_2,,
402,normal_078,,
403,patient_083_node_3,,
404,patient_083_node_4,,
405,patient_084_node_0,,
406,patient_084_node_1,,
407,patient_084_node_4,,
408,patient_085_node_0,,
409,patient_085_node_1,,
410,patient_085_node_2,,
411,patient_085_node_4,,
412,patient_086_node_2,,
413,patient_086_node_3,,
414,patient_087_node_2,,
415,patient_087_node_3,,
416,patient_088_node_2,,
417,patient_088_node_3,,
418,patient_089_node_0,,
419,patient_089_node_2,,
420,normal_035,,
421,patient_090_node_1,,
422,patient_090_node_2,,
423,patient_090_node_3,,
424,patient_091_node_0,,
425,patient_091_node_1,,
426,normal_140,,
427,patient_093_node_0,,
428,patient_093_node_2,,
429,patient_093_node_3,,
430,patient_094_node_3,,
431,patient_095_node_1,,
432,patient_095_node_2,,
433,patient_095_node_3,,
434,patient_096_node_1,,
435,normal_118,,
436,patient_097_node_2,,
437,patient_098_node_0,,
438,patient_098_node_2,,
439,normal_039,,
440,patient_098_node_3,,
441,patient_098_node_4,,
442,patient_099_node_0,,
443,patient_099_node_1,,
444,patient_099_node_3,,
445,tumor_050,,
446,tumor_065,,
447,tumor_008,,
448,tumor_040,,
449,tumor_006,,
450,tumor_001,,
451,tumor_002,,
452,tumor_082,,
453,tumor_037,,
454,tumor_090,,
455,tumor_033,,
456,tumor_095,,
457,tumor_009,,
458,tumor_089,,
459,tumor_011,,
460,tumor_045,,
461,tumor_027,,
462,tumor_022,,
463,tumor_068,,
464,tumor_039,,
465,tumor_010,,
466,tumor_077,,
467,tumor_047,,
468,tumor_031,,
469,tumor_085,,
470,tumor_029,,
471,tumor_030,,
472,tumor_062,,
473,tumor_043,,
474,tumor_098,,
475,tumor_093,,
476,tumor_104,,
477,tumor_012,,
478,tumor_100,,
479,tumor_013,,
480,tumor_015,,
481,tumor_025,,
482,tumor_086,,
483,tumor_070,,
484,tumor_084,,
485,tumor_046,,
486,tumor_067,,
487,tumor_034,,
488,tumor_087,,
489,tumor_061,,
490,tumor_054,,
491,tumor_073,,
492,tumor_075,,
493,tumor_017,,
494,tumor_101,,
495,tumor_018,,
496,tumor_026,,
497,tumor_111,,
498,tumor_041,,
499,tumor_094,,
500,tumor_110,,
501,tumor_059,,
502,tumor_028,,
503,tumor_109,,
504,tumor_007,,
505,tumor_071,,
506,tumor_092,,
507,test_004,,
508,test_008,,
509,test_010,,
510,tumor_042,,
511,test_011,,
512,test_013,,
513,test_016,,
514,test_021,,
515,test_027,,
516,test_029,,
517,test_030,,
518,test_033,,
519,test_038,,
520,test_040,,
521,test_046,,
522,test_048,,
523,test_051,,
524,test_052,,
525,test_061,,
526,test_064,,
527,test_065,,
528,test_066,,
529,test_068,,
530,test_071,,
531,test_073,,
532,test_075,,
533,test_082,,
534,test_084,,
535,test_090,,
536,test_092,,
537,test_097,,
538,test_099,,
539,test_102,,
540,test_104,,
541,test_105,,
542,test_113,,
543,test_117,,
544,test_121,,
545,test_122,,
546,tumor_091,,
547,patient_004_node_4,,
548,patient_005_node_3,,
549,patient_005_node_4,,
550,patient_006_node_4,,
551,tumor_048,,
552,patient_007_node_4,,
553,patient_009_node_0,,
554,patient_010_node_4,,
555,tumor_032,,
556,patient_012_node_0,,
557,patient_013_node_2,,
558,tumor_081,,
559,patient_013_node_3,,
560,patient_013_node_4,,
561,patient_014_node_2,,
562,patient_014_node_3,,
563,patient_014_node_4,,
564,tumor_097,,
565,patient_015_node_1,,
566,patient_015_node_2,,
567,patient_015_node_4,,
568,patient_016_node_0,,
569,patient_017_node_1,,
570,patient_017_node_2,,
571,patient_017_node_3,,
572,patient_017_node_4,,
573,patient_018_node_1,,
574,patient_018_node_2,,
575,tumor_074,,
576,patient_018_node_3,,
577,patient_018_node_4,,
578,patient_019_node_1,,
579,patient_019_node_2,,
580,patient_019_node_3,,
581,tumor_038,,
582,patient_020_node_2,,
583,patient_020_node_4,,
584,patient_021_node_0,,
585,patient_021_node_1,,
586,patient_021_node_4,,
587,patient_022_node_0,,
588,patient_022_node_1,,
589,patient_022_node_4,,
590,patient_024_node_2,,
591,patient_024_node_4,,
592,tumor_103,,
593,patient_026_node_1,,
594,patient_026_node_2,,
595,patient_026_node_3,,
596,patient_026_node_4,,
597,tumor_021,,
598,patient_027_node_0,,
599,patient_027_node_4,,
600,patient_028_node_1,,
601,patient_028_node_2,,
602,patient_028_node_3,,
603,patient_029_node_1,,
604,patient_029_node_2,,
605,tumor_072,,
606,patient_032_node_1,,
607,patient_033_node_2,,
608,tumor_052,,
609,tumor_060,,
610,patient_034_node_3,,
611,patient_036_node_3,,
612,tumor_096,,
613,patient_037_node_1,,
614,patient_038_node_0,,
615,patient_038_node_2,,
616,tumor_066,,
617,patient_038_node_4,,
618,patient_039_node_0,,
619,patient_039_node_1,,
620,patient_040_node_2,,
621,patient_041_node_0,,
622,tumor_005,,
623,patient_044_node_3,,
624,patient_044_node_4,,
625,patient_045_node_0,,
626,patient_045_node_1,,
627,patient_045_node_3,,
628,patient_045_node_4,,
629,patient_046_node_3,,
630,patient_046_node_4,,
631,tumor_023,,
632,patient_047_node_2,,
633,patient_048_node_0,,
634,patient_048_node_1,,
635,patient_049_node_1,,
636,patient_049_node_2,,
637,tumor_055,,
638,patient_050_node_4,,
639,patient_051_node_0,,
640,patient_051_node_1,,
641,patient_051_node_2,,
642,patient_051_node_4,,
643,patient_052_node_0,,
644,patient_052_node_2,,
645,patient_052_node_3,,
646,tumor_083,,
647,tumor_053,,
648,patient_060_node_3,,
649,patient_061_node_4,,
650,patient_062_node_3,,
651,patient_063_node_0,,
652,patient_063_node_3,,
653,patient_063_node_4,,
654,patient_064_node_0,,
655,patient_064_node_3,,
656,patient_065_node_0,,
657,patient_065_node_4,,
658,patient_066_node_2,,
659,patient_066_node_3,,
660,tumor_105,,
661,tumor_076,,
662,patient_067_node_3,,
663,patient_067_node_4,,
664,patient_068_node_1,,
665,patient_068_node_4,,
666,patient_069_node_0,,
667,patient_069_node_1,,
668,patient_069_node_2,,
669,patient_069_node_3,,
670,patient_070_node_3,,
671,patient_072_node_0,,
672,patient_072_node_1,,
673,patient_072_node_2,,
674,patient_072_node_4,,
675,patient_073_node_1,,
676,patient_073_node_3,,
677,patient_075_node_4,,
678,patient_076_node_3,,
679,patient_076_node_4,,
680,patient_077_node_2,,
681,patient_077_node_4,,
682,tumor_020,,
683,patient_080_node_0,,
684,patient_080_node_1,,
685,patient_080_node_3,,
686,patient_080_node_4,,
687,patient_081_node_1,,
688,patient_081_node_2,,
689,patient_081_node_4,,
690,tumor_108,,
691,patient_084_node_2,,
692,patient_086_node_0,,
693,patient_086_node_4,,
694,tumor_106,,
695,patient_087_node_0,,
696,patient_087_node_1,,
697,patient_088_node_1,,
698,tumor_107,,
699,patient_088_node_4,,
700,patient_089_node_3,,
701,patient_091_node_2,,
702,patient_091_node_3,,
703,patient_091_node_4,,
704,patient_092_node_0,,
705,patient_092_node_3,,
706,patient_092_node_4,,
707,tumor_016,,
708,patient_093_node_4,,
709,patient_094_node_1,,
710,patient_094_node_4,,
711,patient_096_node_0,,
712,patient_096_node_2,,
713,patient_096_node_3,,
714,patient_096_node_4,,
715,patient_097_node_0,,
716,patient_097_node_1,,
717,patient_097_node_3,,
718,patient_097_node_4,,
