,train,val,test
591,patient_024_node_4,,
592,patient_026_node_0,,
593,patient_026_node_1,,
594,patient_026_node_2,,
595,patient_026_node_3,,
596,patient_026_node_4,,
597,tumor_021,,
598,patient_027_node_0,,
599,patient_027_node_2,,
600,patient_027_node_4,,
601,patient_028_node_0,,
602,patient_028_node_1,,
603,patient_028_node_2,,
604,patient_028_node_3,,
605,patient_029_node_0,,
606,patient_029_node_1,,
607,patient_029_node_2,,
608,patient_029_node_3,,
609,patient_030_node_4,,
610,tumor_072,,
611,tumor_052,,
612,tumor_060,,
613,patient_033_node_3,,
614,patient_034_node_3,,
615,patient_036_node_3,,
616,tumor_096,,
617,patient_038_node_0,,
618,tumor_066,,
619,patient_038_node_4,,
620,patient_039_node_1,,
621,patient_040_node_2,,
622,tumor_005,,
623,patient_042_node_3,,
624,patient_044_node_3,,
625,patient_044_node_4,,
626,tumor_004,,
627,patient_045_node_1,,
628,patient_045_node_3,,
629,patient_045_node_4,,
630,patient_046_node_3,,
631,patient_046_node_4,,
632,patient_048_node_0,,
633,patient_048_node_1,,
634,patient_049_node_1,,
635,patient_049_node_2,,
636,tumor_055,,
637,patient_050_node_4,,
638,patient_051_node_0,,
639,patient_051_node_1,,
640,patient_051_node_2,,
641,patient_051_node_4,,
642,patient_052_node_0,,
643,patient_052_node_1,,
644,patient_052_node_2,,
645,tumor_083,,
646,patient_060_node_0,,
647,patient_060_node_3,,
648,patient_061_node_4,,
649,patient_062_node_0,,
650,patient_062_node_1,,
651,patient_062_node_2,,
652,patient_062_node_3,,
653,patient_063_node_2,,
654,patient_063_node_4,,
655,patient_064_node_0,,
656,patient_065_node_0,,
657,patient_065_node_4,,
658,patient_066_node_2,,
659,patient_066_node_3,,
660,tumor_105,,
661,tumor_076,,
662,patient_067_node_3,,
663,patient_067_node_4,,
664,patient_068_node_4,,
665,patient_069_node_0,,
666,patient_069_node_1,,
667,patient_069_node_2,,
668,patient_069_node_3,,
669,patient_070_node_3,,
670,tumor_051,,
671,patient_072_node_0,,
672,patient_072_node_1,,
673,patient_072_node_2,,
674,patient_072_node_4,,
675,patient_073_node_1,,
676,patient_073_node_3,,
677,patient_074_node_4,,
678,patient_075_node_4,,
679,patient_076_node_1,,
680,patient_076_node_2,,
681,patient_076_node_3,,
682,patient_076_node_4,,
683,tumor_069,,
684,patient_077_node_2,,
685,patient_077_node_4,,
686,patient_080_node_0,,
687,patient_080_node_1,,
688,patient_080_node_2,,
689,patient_080_node_3,,
690,patient_080_node_4,,
691,patient_081_node_1,,
692,patient_081_node_2,,
693,patient_081_node_4,,
694,tumor_036,,
695,tumor_108,,
696,patient_084_node_2,,
697,tumor_078,,
698,patient_086_node_0,,
699,patient_086_node_4,,
700,tumor_106,,
701,patient_087_node_1,,
702,patient_088_node_1,,
703,tumor_107,,
704,patient_088_node_4,,
705,patient_089_node_3,,
706,patient_091_node_2,,
707,patient_091_node_3,,
708,patient_092_node_0,,
709,tumor_016,,
710,patient_094_node_0,,
711,patient_094_node_2,,
712,patient_095_node_0,,
713,patient_096_node_0,,
714,patient_096_node_3,,
715,patient_097_node_0,,
716,patient_097_node_1,,
717,patient_097_node_4,,
718,patient_099_node_4,,
