,train,val,test
207,patient_013_node_1,,
208,patient_014_node_1,,
209,patient_015_node_0,,
210,patient_015_node_3,,
211,patient_016_node_2,,
212,patient_016_node_3,,
213,normal_123,,
214,normal_109,,
215,patient_017_node_0,,
216,patient_019_node_4,,
217,patient_020_node_0,,
218,patient_021_node_2,,
219,normal_108,,
220,patient_022_node_2,,
221,patient_022_node_3,,
222,patient_023_node_0,,
223,patient_023_node_3,,
224,patient_023_node_4,,
225,patient_024_node_0,,
226,patient_024_node_3,,
227,patient_025_node_0,,
228,patient_025_node_1,,
229,patient_025_node_2,,
230,patient_025_node_3,,
231,patient_025_node_4,,
232,patient_027_node_1,,
233,patient_027_node_3,,
234,normal_129,,
235,patient_028_node_4,,
236,patient_029_node_4,,
237,normal_010,,
238,patient_030_node_1,,
239,patient_030_node_2,,
240,patient_030_node_3,,
241,patient_031_node_0,,
242,patient_031_node_2,,
243,patient_031_node_3,,
244,patient_031_node_4,,
245,patient_032_node_0,,
246,patient_032_node_3,,
247,patient_032_node_4,,
248,patient_033_node_0,,
249,patient_033_node_4,,
250,patient_034_node_0,,
251,patient_034_node_2,,
252,patient_034_node_4,,
253,patient_035_node_0,,
254,patient_035_node_1,,
255,patient_035_node_2,,
256,patient_035_node_3,,
257,patient_035_node_4,,
258,patient_036_node_0,,
259,patient_036_node_1,,
260,patient_036_node_4,,
261,patient_037_node_0,,
262,patient_037_node_2,,
263,patient_037_node_3,,
264,patient_037_node_4,,
265,patient_038_node_3,,
266,patient_039_node_2,,
267,patient_039_node_3,,
268,patient_039_node_4,,
269,patient_040_node_1,,
270,patient_041_node_2,,
271,patient_041_node_3,,
272,patient_041_node_4,,
273,patient_042_node_0,,
274,patient_042_node_1,,
275,patient_042_node_2,,
276,patient_042_node_4,,
277,patient_043_node_0,,
278,patient_043_node_1,,
279,patient_043_node_2,,
280,normal_132,,
281,patient_043_node_3,,
282,patient_044_node_0,,
283,patient_044_node_1,,
284,patient_044_node_2,,
285,patient_045_node_2,,
286,patient_046_node_0,,
287,patient_046_node_1,,
288,patient_046_node_2,,
289,patient_047_node_0,,
290,patient_047_node_3,,
291,patient_047_node_4,,
292,patient_048_node_2,,
293,normal_024,,
294,patient_048_node_3,,
295,patient_048_node_4,,
296,patient_049_node_0,,
297,patient_049_node_4,,
298,patient_050_node_0,,
299,normal_154,,
300,patient_050_node_1,,
301,patient_050_node_3,,
302,normal_007,,
303,patient_053_node_0,,
304,patient_053_node_2,,
305,patient_053_node_3,,
306,patient_053_node_4,,
307,patient_054_node_0,,
308,patient_054_node_1,,
309,patient_054_node_2,,
310,patient_055_node_0,,
311,patient_055_node_1,,
312,patient_055_node_2,,
313,patient_055_node_4,,
314,patient_056_node_1,,
315,patient_056_node_2,,
316,patient_056_node_3,,
317,patient_056_node_4,,
318,normal_114,,
319,patient_057_node_1,,
320,patient_057_node_3,,
321,patient_057_node_4,,
322,patient_058_node_0,,
323,patient_058_node_1,,
324,patient_058_node_2,,
325,patient_058_node_3,,
326,patient_059_node_0,,
327,patient_059_node_1,,
328,patient_059_node_2,,
329,normal_090,,
330,patient_060_node_1,,
331,patient_060_node_2,,
332,patient_060_node_4,,
333,patient_061_node_1,,
334,patient_061_node_2,,
335,patient_061_node_3,,
336,normal_050,,
337,patient_063_node_1,,
338,patient_064_node_2,,
339,patient_064_node_4,,
340,normal_156,,
341,patient_065_node_1,,
342,patient_065_node_2,,
343,patient_065_node_3,,
344,patient_066_node_0,,
345,patient_066_node_1,,
346,patient_067_node_0,,
347,patient_067_node_1,,
348,patient_068_node_2,,
349,normal_081,,
350,patient_068_node_3,,
351,patient_069_node_4,,
352,patient_070_node_0,,
353,normal_133,,
354,patient_070_node_1,,
355,patient_070_node_2,,
356,patient_070_node_4,,
357,patient_071_node_0,,
358,patient_071_node_1,,
359,patient_071_node_2,,
360,patient_071_node_3,,
361,patient_071_node_4,,
362,patient_072_node_3,,
363,patient_073_node_2,,
364,normal_016,,
365,patient_073_node_4,,
366,patient_074_node_0,,
367,patient_074_node_2,,
368,patient_074_node_3,,
369,patient_075_node_0,,
370,normal_149,,
371,patient_075_node_1,,
372,patient_075_node_2,,
373,patient_075_node_3,,
374,patient_076_node_0,,
375,patient_077_node_0,,
376,patient_077_node_1,,
377,patient_077_node_3,,
378,patient_078_node_0,,
379,patient_078_node_1,,
380,patient_078_node_2,,
381,patient_078_node_3,,
382,patient_078_node_4,,
383,patient_079_node_2,,
384,patient_079_node_3,,
385,patient_079_node_4,,
386,normal_096,,
387,patient_081_node_0,,
388,patient_081_node_3,,
389,patient_082_node_0,,
390,patient_082_node_1,,
391,patient_082_node_3,,
392,patient_082_node_4,,
393,patient_083_node_0,,
394,patient_083_node_1,,
395,patient_083_node_2,,
396,normal_078,,
397,patient_083_node_3,,
398,patient_084_node_0,,
399,patient_084_node_1,,
400,patient_084_node_4,,
401,patient_085_node_0,,
402,patient_085_node_1,,
403,patient_085_node_2,,
404,patient_086_node_1,,
405,patient_086_node_3,,
406,patient_087_node_2,,
407,patient_087_node_3,,
408,patient_088_node_0,,
409,patient_088_node_2,,
410,patient_088_node_3,,
411,patient_089_node_1,,
412,patient_089_node_2,,
413,patient_089_node_4,,
414,patient_090_node_0,,
415,normal_035,,
416,patient_090_node_2,,
417,patient_090_node_3,,
418,patient_090_node_4,,
419,patient_091_node_0,,
420,patient_091_node_1,,
421,normal_140,,
422,patient_092_node_2,,
423,patient_093_node_0,,
424,patient_093_node_1,,
425,patient_093_node_2,,
426,patient_093_node_3,,
427,patient_094_node_3,,
428,normal_131,,
429,patient_095_node_1,,
430,patient_095_node_2,,
431,patient_095_node_3,,
432,patient_095_node_4,,
433,patient_096_node_1,,
434,normal_118,,
435,patient_097_node_2,,
436,patient_098_node_0,,
437,patient_098_node_2,,
438,normal_039,,
439,patient_098_node_3,,
440,patient_098_node_4,,
441,patient_099_node_0,,
442,patient_099_node_1,,
443,patient_099_node_2,,
444,patient_099_node_3,,
445,tumor_050,,
446,tumor_065,,
447,tumor_008,,
448,tumor_006,,
449,tumor_001,,
450,tumor_002,,
451,tumor_082,,
452,tumor_033,,
453,tumor_095,,
454,tumor_009,,
455,tumor_089,,
456,tumor_011,,
457,tumor_027,,
458,tumor_022,,
459,tumor_068,,
460,tumor_039,,
461,tumor_010,,
462,tumor_077,,
463,tumor_088,,
464,tumor_029,,
465,tumor_030,,
466,tumor_062,,
467,tumor_043,,
468,tumor_098,,
469,tumor_064,,
470,tumor_102,,
471,tumor_093,,
472,tumor_057,,
473,tumor_012,,
474,tumor_100,,
475,tumor_013,,
476,tumor_015,,
477,tumor_025,,
478,tumor_086,,
479,tumor_070,,
480,tumor_046,,
481,tumor_080,,
482,tumor_034,,
483,tumor_087,,
484,tumor_073,,
485,tumor_099,,
486,tumor_017,,
487,tumor_101,,
488,tumor_018,,
489,tumor_026,,
490,tumor_111,,
491,tumor_110,,
492,tumor_014,,
493,tumor_059,,
494,tumor_028,,
495,tumor_007,,
496,tumor_071,,
497,tumor_092,,
498,tumor_049,,
499,test_001,,
500,test_002,,
501,test_004,,
502,test_008,,
503,tumor_042,,
504,test_011,,
505,test_013,,
506,test_021,,
507,test_026,,
508,test_027,,
509,test_030,,
510,test_033,,
511,test_038,,
512,test_040,,
513,test_046,,
514,test_048,,
515,test_051,,
516,test_061,,
517,tumor_019,,
518,test_064,,
519,test_065,,
520,test_066,,
521,test_068,,
522,test_071,,
523,test_073,,
524,test_074,,
525,test_075,,
526,test_090,,
527,test_092,,
528,test_094,,
529,test_097,,
530,test_099,,
531,test_102,,
532,test_104,,
533,test_105,,
534,test_110,,
535,test_113,,
536,test_114,,
537,test_116,,
538,tumor_035,,
539,patient_005_node_3,,
540,patient_005_node_4,,
541,patient_006_node_2,,
542,patient_006_node_4,,
543,tumor_048,,
544,patient_007_node_4,,
545,patient_008_node_0,,
546,patient_009_node_0,,
547,patient_010_node_0,,
548,patient_010_node_4,,
549,patient_011_node_0,,
550,tumor_032,,
551,patient_012_node_0,,
552,tumor_081,,
553,patient_013_node_3,,
554,patient_013_node_4,,
555,patient_014_node_2,,
556,patient_014_node_3,,
557,patient_014_node_4,,
558,tumor_097,,
559,patient_015_node_1,,
560,patient_015_node_2,,
561,patient_015_node_4,,
562,patient_016_node_0,,
563,patient_016_node_1,,
564,patient_017_node_1,,
565,patient_017_node_2,,
566,patient_017_node_3,,
567,patient_018_node_1,,
568,tumor_074,,
569,patient_018_node_3,,
570,patient_018_node_4,,
571,patient_019_node_0,,
572,patient_019_node_1,,
573,patient_019_node_2,,
574,patient_019_node_3,,
575,tumor_038,,
576,patient_020_node_1,,
577,patient_020_node_2,,
578,patient_020_node_4,,
579,patient_021_node_0,,
580,patient_021_node_1,,
581,patient_021_node_3,,
582,patient_021_node_4,,
583,patient_022_node_0,,
584,patient_022_node_4,,
585,patient_024_node_1,,
586,patient_024_node_2,,
587,patient_024_node_4,,
588,tumor_103,,
589,patient_026_node_0,,
590,patient_026_node_3,,
591,patient_026_node_4,,
592,tumor_021,,
593,patient_027_node_0,,
594,patient_027_node_2,,
595,patient_027_node_4,,
596,patient_028_node_0,,
597,patient_028_node_1,,
598,patient_028_node_2,,
599,patient_028_node_3,,
600,patient_029_node_0,,
601,patient_029_node_2,,
602,patient_029_node_3,,
603,tumor_072,,
604,patient_032_node_1,,
605,patient_033_node_1,,
606,patient_033_node_2,,
607,tumor_052,,
608,tumor_060,,
609,patient_033_node_3,,
610,patient_034_node_3,,
611,tumor_096,,
612,patient_037_node_1,,
613,patient_038_node_0,,
614,patient_038_node_2,,
615,patient_038_node_4,,
616,patient_039_node_1,,
617,patient_040_node_2,,
618,tumor_005,,
619,patient_042_node_3,,
620,patient_044_node_3,,
621,patient_044_node_4,,
622,patient_045_node_0,,
623,tumor_004,,
624,patient_045_node_1,,
625,patient_045_node_4,,
626,patient_046_node_3,,
627,patient_046_node_4,,
628,tumor_023,,
629,patient_047_node_2,,
630,patient_048_node_0,,
631,patient_048_node_1,,
632,patient_049_node_1,,
633,patient_049_node_2,,
634,tumor_055,,
635,patient_050_node_4,,
636,patient_051_node_0,,
637,patient_051_node_2,,
638,patient_052_node_1,,
639,patient_052_node_3,,
640,tumor_083,,
641,patient_060_node_0,,
642,patient_060_node_3,,
643,patient_061_node_4,,
644,patient_062_node_1,,
645,patient_062_node_2,,
646,patient_062_node_3,,
647,patient_063_node_0,,
648,patient_063_node_4,,
649,patient_064_node_0,,
650,patient_064_node_3,,
651,patient_065_node_0,,
652,patient_065_node_4,,
653,patient_066_node_2,,
654,patient_066_node_3,,
655,tumor_105,,
656,patient_067_node_3,,
657,patient_067_node_4,,
658,patient_068_node_1,,
659,patient_068_node_4,,
660,patient_069_node_0,,
661,patient_069_node_2,,
662,patient_069_node_3,,
663,patient_070_node_3,,
664,tumor_051,,
665,patient_072_node_0,,
666,patient_072_node_1,,
667,patient_072_node_2,,
668,patient_072_node_4,,
669,patient_073_node_1,,
670,patient_073_node_3,,
671,patient_074_node_4,,
672,patient_075_node_4,,
673,patient_076_node_1,,
674,patient_076_node_2,,
675,patient_076_node_3,,
676,patient_076_node_4,,
677,tumor_069,,
678,patient_077_node_2,,
679,patient_077_node_4,,
680,tumor_020,,
681,patient_080_node_0,,
682,patient_080_node_1,,
683,patient_080_node_3,,
684,patient_081_node_1,,
685,patient_081_node_2,,
686,patient_081_node_4,,
687,tumor_036,,
688,tumor_108,,
689,patient_084_node_2,,
690,patient_084_node_3,,
691,tumor_078,,
692,patient_086_node_0,,
693,tumor_106,,
694,patient_087_node_0,,
695,patient_087_node_1,,
696,tumor_107,,
697,patient_088_node_4,,
698,patient_089_node_3,,
699,patient_091_node_2,,
700,patient_091_node_3,,
701,patient_091_node_4,,
702,patient_092_node_0,,
703,patient_092_node_1,,
704,patient_092_node_4,,
705,tumor_016,,
706,patient_093_node_4,,
707,patient_094_node_1,,
708,patient_094_node_2,,
709,patient_094_node_4,,
710,patient_095_node_0,,
711,patient_096_node_0,,
712,patient_096_node_2,,
713,patient_096_node_3,,
714,patient_096_node_4,,
715,patient_097_node_0,,
716,patient_097_node_1,,
717,patient_097_node_3,,
718,patient_097_node_4,,
